run_number,percent_cohort2,cohort2_age,percent_grammar_1,eq_step,max_steps,eq_percent,type
6923,90,150,35,75,1000,0.075,cohort1_equilibrium
6924,90,150,40,292,1000,0.292,cohort1_equilibrium
6925,90,150,45,84,1000,0.084,cohort1_equilibrium
6926,90,150,50,124,1000,0.124,cohort1_equilibrium
6927,90,150,60,132,1000,0.132,cohort1_equilibrium
6928,90,150,70,54,1000,0.054,cohort1_equilibrium
6929,90,150,80,54,1000,0.054,cohort1_equilibrium
6930,90,150,90,0,1000,0,cohort1_equilibrium
6931,10,300,10,47,1000,0.047,cohort1_equilibrium
6932,10,300,20,78,1000,0.078,cohort1_equilibrium
6933,10,300,30,85,1000,0.085,cohort1_equilibrium
6934,10,300,35,288,1000,0.288,cohort1_equilibrium
6935,10,300,40,106,1000,0.106,cohort1_equilibrium
6936,10,300,45,67,1000,0.067,cohort1_equilibrium
6937,10,300,50,153,1000,0.153,cohort1_equilibrium
6938,10,300,60,52,1000,0.052,cohort1_equilibrium
6939,10,300,70,74,1000,0.074,cohort1_equilibrium
6940,10,300,80,73,1000,0.073,cohort1_equilibrium
6941,10,300,90,56,1000,0.056,cohort1_equilibrium
6942,20,300,10,65,1000,0.065,cohort1_equilibrium
6943,20,300,20,90,1000,0.09,cohort1_equilibrium
6944,20,300,30,95,1000,0.095,cohort1_equilibrium
6945,20,300,35,240,1000,0.24,cohort1_equilibrium
6946,20,300,40,122,1000,0.122,cohort1_equilibrium
6947,20,300,45,221,1000,0.221,cohort1_equilibrium
6948,20,300,50,63,1000,0.063,cohort1_equilibrium
6949,20,300,60,48,1000,0.048,cohort1_equilibrium
6950,20,300,70,88,1000,0.088,cohort1_equilibrium
6951,20,300,80,72,1000,0.072,cohort1_equilibrium
6952,20,300,90,58,1000,0.058,cohort1_equilibrium
6953,35,300,10,61,1000,0.061,cohort1_equilibrium
6954,35,300,20,69,1000,0.069,cohort1_equilibrium
6955,35,300,30,173,1000,0.173,cohort1_equilibrium
6956,35,300,35,101,1000,0.101,cohort1_equilibrium
6957,35,300,40,116,1000,0.116,cohort1_equilibrium
6958,35,300,45,370,1000,0.37,cohort1_equilibrium
6959,35,300,50,171,1000,0.171,cohort1_equilibrium
6960,35,300,60,117,1000,0.117,cohort1_equilibrium
6961,35,300,70,60,1000,0.06,cohort1_equilibrium
6962,35,300,80,77,1000,0.077,cohort1_equilibrium
6963,35,300,90,29,1000,0.029,cohort1_equilibrium
6964,50,300,10,59,1000,0.059,cohort1_equilibrium
6965,50,300,20,105,1000,0.105,cohort1_equilibrium
6966,50,300,30,99,1000,0.099,cohort1_equilibrium
6967,50,300,35,121,1000,0.121,cohort1_equilibrium
6968,50,300,40,131,1000,0.131,cohort1_equilibrium
6969,50,300,45,156,1000,0.156,cohort1_equilibrium
6970,50,300,50,185,1000,0.185,cohort1_equilibrium
6971,50,300,60,504,1000,0.504,cohort1_equilibrium
6972,50,300,70,81,1000,0.081,cohort1_equilibrium
6973,50,300,80,83,1000,0.083,cohort1_equilibrium
6974,50,300,90,60,1000,0.06,cohort1_equilibrium
6975,65,300,10,55,1000,0.055,cohort1_equilibrium
6976,65,300,20,54,1000,0.054,cohort1_equilibrium
6977,65,300,30,42,1000,0.042,cohort1_equilibrium
6978,65,300,35,105,1000,0.105,cohort1_equilibrium
6979,65,300,40,106,1000,0.106,cohort1_equilibrium
6980,65,300,45,132,1000,0.132,cohort1_equilibrium
6981,65,300,50,46,1000,0.046,cohort1_equilibrium
6982,65,300,60,77,1000,0.077,cohort1_equilibrium
6983,65,300,70,122,1000,0.122,cohort1_equilibrium
6984,65,300,80,99,1000,0.099,cohort1_equilibrium
6985,65,300,90,32,1000,0.032,cohort1_equilibrium
6986,75,300,10,0,1000,0,cohort1_equilibrium
6987,75,300,20,68,1000,0.068,cohort1_equilibrium
6988,75,300,30,273,1000,0.273,cohort1_equilibrium
6989,75,300,35,137,1000,0.137,cohort1_equilibrium
6990,75,300,40,29,1000,0.029,cohort1_equilibrium
6991,75,300,45,106,1000,0.106,cohort1_equilibrium
6992,75,300,50,809,1000,0.809,cohort1_equilibrium
6993,75,300,60,68,1000,0.068,cohort1_equilibrium
6994,75,300,70,548,1000,0.548,cohort1_equilibrium
6995,75,300,80,109,1000,0.109,cohort1_equilibrium
6996,75,300,90,43,1000,0.043,cohort1_equilibrium
6997,90,300,10,0,1000,0,cohort1_equilibrium
6998,90,300,20,0,1000,0,cohort1_equilibrium
6999,90,300,30,99,1000,0.099,cohort1_equilibrium
7000,90,300,35,114,1000,0.114,cohort1_equilibrium
7001,90,300,40,43,1000,0.043,cohort1_equilibrium
7002,90,300,45,2,1000,0.002,cohort1_equilibrium
7003,90,300,50,76,1000,0.076,cohort1_equilibrium
7004,90,300,60,112,1000,0.112,cohort1_equilibrium
7005,90,300,70,137,1000,0.137,cohort1_equilibrium
7006,90,300,80,64,1000,0.064,cohort1_equilibrium
7007,90,300,90,0,1000,0,cohort1_equilibrium
7008,10,500,10,70,1000,0.07,cohort1_equilibrium
7009,10,500,20,58,1000,0.058,cohort1_equilibrium
7010,10,500,30,109,1000,0.109,cohort1_equilibrium
7011,10,500,35,176,1000,0.176,cohort1_equilibrium
7012,10,500,40,144,1000,0.144,cohort1_equilibrium
7013,10,500,45,185,1000,0.185,cohort1_equilibrium
7014,10,500,50,131,1000,0.131,cohort1_equilibrium
7015,10,500,60,393,1000,0.393,cohort1_equilibrium
7016,10,500,70,64,1000,0.064,cohort1_equilibrium
7017,10,500,80,76,1000,0.076,cohort1_equilibrium
7018,10,500,90,49,1000,0.049,cohort1_equilibrium
7019,20,500,10,55,1000,0.055,cohort1_equilibrium
7020,20,500,20,85,1000,0.085,cohort1_equilibrium
7021,20,500,30,93,1000,0.093,cohort1_equilibrium
7022,20,500,35,497,1000,0.497,cohort1_equilibrium
7023,20,500,40,177,1000,0.177,cohort1_equilibrium
7024,20,500,45,129,1000,0.129,cohort1_equilibrium
7025,20,500,50,126,1000,0.126,cohort1_equilibrium
7026,20,500,60,171,1000,0.171,cohort1_equilibrium
7027,20,500,70,92,1000,0.092,cohort1_equilibrium
7028,20,500,80,794,1000,0.794,cohort1_equilibrium
7029,20,500,90,67,1000,0.067,cohort1_equilibrium
7030,35,500,10,183,1000,0.183,cohort1_equilibrium
7031,35,500,20,78,1000,0.078,cohort1_equilibrium
7032,35,500,30,94,1000,0.094,cohort1_equilibrium
7033,35,500,35,18,1000,0.018,cohort1_equilibrium
7034,35,500,40,126,1000,0.126,cohort1_equilibrium
7035,35,500,45,103,1000,0.103,cohort1_equilibrium
7036,35,500,50,0,1000,0,cohort1_equilibrium
7037,35,500,60,100,1000,0.1,cohort1_equilibrium
7038,35,500,70,103,1000,0.103,cohort1_equilibrium
7039,35,500,80,71,1000,0.071,cohort1_equilibrium
7040,35,500,90,61,1000,0.061,cohort1_equilibrium
7041,50,500,10,45,1000,0.045,cohort1_equilibrium
7042,50,500,20,484,1000,0.484,cohort1_equilibrium
7043,50,500,30,80,1000,0.08,cohort1_equilibrium
7044,50,500,35,141,1000,0.141,cohort1_equilibrium
7045,50,500,40,83,1000,0.083,cohort1_equilibrium
7046,50,500,45,127,1000,0.127,cohort1_equilibrium
7047,50,500,50,0,1000,0,cohort1_equilibrium
7048,50,500,60,117,1000,0.117,cohort1_equilibrium
7049,50,500,70,96,1000,0.096,cohort1_equilibrium
7050,50,500,80,69,1000,0.069,cohort1_equilibrium
7051,50,500,90,75,1000,0.075,cohort1_equilibrium
7052,65,500,10,46,1000,0.046,cohort1_equilibrium
7053,65,500,20,81,1000,0.081,cohort1_equilibrium
7054,65,500,30,118,1000,0.118,cohort1_equilibrium
7055,65,500,35,99,1000,0.099,cohort1_equilibrium
7056,65,500,40,182,1000,0.182,cohort1_equilibrium
7057,65,500,45,76,1000,0.076,cohort1_equilibrium
7058,65,500,50,42,1000,0.042,cohort1_equilibrium
7059,65,500,60,388,1000,0.388,cohort1_equilibrium
7060,65,500,70,100,1000,0.1,cohort1_equilibrium
7061,65,500,80,134,1000,0.134,cohort1_equilibrium
7062,65,500,90,67,1000,0.067,cohort1_equilibrium
7063,75,500,10,0,1000,0,cohort1_equilibrium
7064,75,500,20,150,1000,0.15,cohort1_equilibrium
7065,75,500,30,73,1000,0.073,cohort1_equilibrium
7066,75,500,35,86,1000,0.086,cohort1_equilibrium
7067,75,500,40,156,1000,0.156,cohort1_equilibrium
7068,75,500,45,0,1000,0,cohort1_equilibrium
7069,75,500,50,116,1000,0.116,cohort1_equilibrium
7070,75,500,60,110,1000,0.11,cohort1_equilibrium
7071,75,500,70,113,1000,0.113,cohort1_equilibrium
7072,75,500,80,95,1000,0.095,cohort1_equilibrium
7073,75,500,90,46,1000,0.046,cohort1_equilibrium
7074,90,500,10,99,1000,0.099,cohort1_equilibrium
7075,90,500,20,0,1000,0,cohort1_equilibrium
7076,90,500,30,84,1000,0.084,cohort1_equilibrium
7077,90,500,35,86,1000,0.086,cohort1_equilibrium
7078,90,500,40,148,1000,0.148,cohort1_equilibrium
7079,90,500,45,154,1000,0.154,cohort1_equilibrium
7080,90,500,50,162,1000,0.162,cohort1_equilibrium
7081,90,500,60,195,1000,0.195,cohort1_equilibrium
7082,90,500,70,81,1000,0.081,cohort1_equilibrium
7083,90,500,80,121,1000,0.121,cohort1_equilibrium
7084,90,500,90,1,1000,0.001,cohort1_equilibrium
7085,10,50,10,62,1000,0.062,cohort1_equilibrium
7086,10,50,20,100,1000,0.1,cohort1_equilibrium
7087,10,50,30,106,1000,0.106,cohort1_equilibrium
7088,10,50,35,70,1000,0.07,cohort1_equilibrium
7089,10,50,40,72,1000,0.072,cohort1_equilibrium
7090,10,50,45,410,1000,0.41,cohort1_equilibrium
7091,10,50,50,315,1000,0.315,cohort1_equilibrium
7092,10,50,60,110,1000,0.11,cohort1_equilibrium
7093,10,50,70,166,1000,0.166,cohort1_equilibrium
7094,10,50,80,89,1000,0.089,cohort1_equilibrium
7095,10,50,90,95,1000,0.095,cohort1_equilibrium
7096,20,50,10,45,1000,0.045,cohort1_equilibrium
7097,20,50,20,86,1000,0.086,cohort1_equilibrium
7098,20,50,30,122,1000,0.122,cohort1_equilibrium
7099,20,50,35,95,1000,0.095,cohort1_equilibrium
7100,20,50,40,98,1000,0.098,cohort1_equilibrium
7101,20,50,45,183,1000,0.183,cohort1_equilibrium
7102,20,50,50,109,1000,0.109,cohort1_equilibrium
7103,20,50,60,121,1000,0.121,cohort1_equilibrium
7104,20,50,70,116,1000,0.116,cohort1_equilibrium
7105,20,50,80,171,1000,0.171,cohort1_equilibrium
7106,20,50,90,81,1000,0.081,cohort1_equilibrium
7107,35,50,10,59,1000,0.059,cohort1_equilibrium
7108,35,50,20,68,1000,0.068,cohort1_equilibrium
7109,35,50,30,124,1000,0.124,cohort1_equilibrium
7110,35,50,35,4,1000,0.004,cohort1_equilibrium
7111,35,50,40,365,1000,0.365,cohort1_equilibrium
7112,35,50,45,66,1000,0.066,cohort1_equilibrium
7113,35,50,50,275,1000,0.275,cohort1_equilibrium
7114,35,50,60,419,1000,0.419,cohort1_equilibrium
7115,35,50,70,109,1000,0.109,cohort1_equilibrium
7116,35,50,80,0,1000,0,cohort1_equilibrium
7117,35,50,90,49,1000,0.049,cohort1_equilibrium
7118,50,50,10,70,1000,0.07,cohort1_equilibrium
7119,50,50,20,62,1000,0.062,cohort1_equilibrium
7120,50,50,30,102,1000,0.102,cohort1_equilibrium
7121,50,50,35,77,1000,0.077,cohort1_equilibrium
7122,50,50,40,117,1000,0.117,cohort1_equilibrium
7123,50,50,45,401,1000,0.401,cohort1_equilibrium
7124,50,50,50,505,1000,0.505,cohort1_equilibrium
7125,50,50,60,93,1000,0.093,cohort1_equilibrium
7126,50,50,70,44,1000,0.044,cohort1_equilibrium
7127,50,50,80,72,1000,0.072,cohort1_equilibrium
7128,50,50,90,49,1000,0.049,cohort1_equilibrium
7129,65,50,10,93,1000,0.093,cohort1_equilibrium
7130,65,50,20,82,1000,0.082,cohort1_equilibrium
7131,65,50,30,124,1000,0.124,cohort1_equilibrium
7132,65,50,35,305,1000,0.305,cohort1_equilibrium
7133,65,50,40,0,1000,0,cohort1_equilibrium
7134,65,50,45,8,1000,0.008,cohort1_equilibrium
7135,65,50,50,38,1000,0.038,cohort1_equilibrium
7136,65,50,60,182,1000,0.182,cohort1_equilibrium
7137,65,50,70,135,1000,0.135,cohort1_equilibrium
7138,65,50,80,78,1000,0.078,cohort1_equilibrium
7139,65,50,90,53,1000,0.053,cohort1_equilibrium
7140,75,50,10,0,1000,0,cohort1_equilibrium
7141,75,50,20,105,1000,0.105,cohort1_equilibrium
7142,75,50,30,81,1000,0.081,cohort1_equilibrium
7143,75,50,35,44,1000,0.044,cohort1_equilibrium
7144,75,50,40,54,1000,0.054,cohort1_equilibrium
7145,75,50,45,69,1000,0.069,cohort1_equilibrium
7146,75,50,50,700,1000,0.7,cohort1_equilibrium
7147,75,50,60,14,1000,0.014,cohort1_equilibrium
7148,75,50,70,91,1000,0.091,cohort1_equilibrium
7149,75,50,80,86,1000,0.086,cohort1_equilibrium
7150,75,50,90,54,1000,0.054,cohort1_equilibrium
7151,90,50,10,0,1000,0,cohort1_equilibrium
7152,90,50,20,1,1000,0.001,cohort1_equilibrium
7153,90,50,30,0,1000,0,cohort1_equilibrium
7154,90,50,35,111,1000,0.111,cohort1_equilibrium
7155,90,50,40,117,1000,0.117,cohort1_equilibrium
7156,90,50,45,78,1000,0.078,cohort1_equilibrium
7157,90,50,50,72,1000,0.072,cohort1_equilibrium
7158,90,50,60,107,1000,0.107,cohort1_equilibrium
7159,90,50,70,30,1000,0.03,cohort1_equilibrium
7160,90,50,80,0,1000,0,cohort1_equilibrium
7161,90,50,90,0,1000,0,cohort1_equilibrium
7162,10,150,10,49,1000,0.049,cohort1_equilibrium
7163,10,150,20,84,1000,0.084,cohort1_equilibrium
7164,10,150,30,113,1000,0.113,cohort1_equilibrium
7165,10,150,35,73,1000,0.073,cohort1_equilibrium
7166,10,150,40,119,1000,0.119,cohort1_equilibrium
7167,10,150,45,77,1000,0.077,cohort1_equilibrium
7168,10,150,50,21,1000,0.021,cohort1_equilibrium
7169,10,150,60,148,1000,0.148,cohort1_equilibrium
7170,10,150,70,84,1000,0.084,cohort1_equilibrium
7171,10,150,80,15,1000,0.015,cohort1_equilibrium
7172,10,150,90,46,1000,0.046,cohort1_equilibrium
7173,20,150,10,60,1000,0.06,cohort1_equilibrium
7174,20,150,20,101,1000,0.101,cohort1_equilibrium
7175,20,150,30,110,1000,0.11,cohort1_equilibrium
7176,20,150,35,101,1000,0.101,cohort1_equilibrium
7177,20,150,40,89,1000,0.089,cohort1_equilibrium
7178,20,150,45,322,1000,0.322,cohort1_equilibrium
7179,20,150,50,173,1000,0.173,cohort1_equilibrium
7180,20,150,60,87,1000,0.087,cohort1_equilibrium
7181,20,150,70,104,1000,0.104,cohort1_equilibrium
7182,20,150,80,72,1000,0.072,cohort1_equilibrium
7183,20,150,90,58,1000,0.058,cohort1_equilibrium
7184,35,150,10,65,1000,0.065,cohort1_equilibrium
7185,35,150,20,366,1000,0.366,cohort1_equilibrium
7186,35,150,30,80,1000,0.08,cohort1_equilibrium
7187,35,150,35,150,1000,0.15,cohort1_equilibrium
7188,35,150,40,0,1000,0,cohort1_equilibrium
7189,35,150,45,110,1000,0.11,cohort1_equilibrium
7190,35,150,50,123,1000,0.123,cohort1_equilibrium
7191,35,150,60,132,1000,0.132,cohort1_equilibrium
7192,35,150,70,311,1000,0.311,cohort1_equilibrium
7193,35,150,80,84,1000,0.084,cohort1_equilibrium
7194,35,150,90,85,1000,0.085,cohort1_equilibrium
7195,50,150,10,64,1000,0.064,cohort1_equilibrium
7196,50,150,20,66,1000,0.066,cohort1_equilibrium
7197,50,150,30,110,1000,0.11,cohort1_equilibrium
7198,50,150,35,121,1000,0.121,cohort1_equilibrium
7199,50,150,40,122,1000,0.122,cohort1_equilibrium
7200,50,150,45,134,1000,0.134,cohort1_equilibrium
7201,50,150,50,19,1000,0.019,cohort1_equilibrium
7202,50,150,60,130,1000,0.13,cohort1_equilibrium
7203,50,150,70,166,1000,0.166,cohort1_equilibrium
7204,50,150,80,97,1000,0.097,cohort1_equilibrium
7205,50,150,90,48,1000,0.048,cohort1_equilibrium
7206,65,150,10,58,1000,0.058,cohort1_equilibrium
7207,65,150,20,102,1000,0.102,cohort1_equilibrium
7208,65,150,30,97,1000,0.097,cohort1_equilibrium
7209,65,150,35,127,1000,0.127,cohort1_equilibrium
7210,65,150,40,165,1000,0.165,cohort1_equilibrium
7211,65,150,45,962,1000,0.962,cohort1_equilibrium
7212,65,150,50,157,1000,0.157,cohort1_equilibrium
7213,65,150,60,130,1000,0.13,cohort1_equilibrium
7214,65,150,70,110,1000,0.11,cohort1_equilibrium
7215,65,150,80,77,1000,0.077,cohort1_equilibrium
7216,65,150,90,75,1000,0.075,cohort1_equilibrium
7217,75,150,10,49,1000,0.049,cohort1_equilibrium
7218,75,150,20,102,1000,0.102,cohort1_equilibrium
7219,75,150,30,112,1000,0.112,cohort1_equilibrium
7220,75,150,35,119,1000,0.119,cohort1_equilibrium
7221,75,150,40,0,1000,0,cohort1_equilibrium
7222,75,150,45,289,1000,0.289,cohort1_equilibrium
7223,75,150,50,259,1000,0.259,cohort1_equilibrium
7224,75,150,60,127,1000,0.127,cohort1_equilibrium
7225,75,150,70,80,1000,0.08,cohort1_equilibrium
7226,75,150,80,57,1000,0.057,cohort1_equilibrium
7227,75,150,90,0,1000,0,cohort1_equilibrium
7228,90,150,10,84,1000,0.084,cohort1_equilibrium
7229,90,150,20,1,1000,0.001,cohort1_equilibrium
7230,90,150,30,0,1000,0,cohort1_equilibrium
7231,90,150,35,64,1000,0.064,cohort1_equilibrium
7232,90,150,40,111,1000,0.111,cohort1_equilibrium
7233,90,150,45,70,1000,0.07,cohort1_equilibrium
7234,90,150,50,41,1000,0.041,cohort1_equilibrium
7235,90,150,60,106,1000,0.106,cohort1_equilibrium
7236,90,150,70,0,1000,0,cohort1_equilibrium
7237,90,150,80,87,1000,0.087,cohort1_equilibrium
7238,90,150,90,0,1000,0,cohort1_equilibrium
7239,10,300,10,46,1000,0.046,cohort1_equilibrium
7240,10,300,20,95,1000,0.095,cohort1_equilibrium
7241,10,300,30,54,1000,0.054,cohort1_equilibrium
7242,10,300,35,88,1000,0.088,cohort1_equilibrium
7243,10,300,40,62,1000,0.062,cohort1_equilibrium
7244,10,300,45,109,1000,0.109,cohort1_equilibrium
7245,10,300,50,59,1000,0.059,cohort1_equilibrium
7246,10,300,60,132,1000,0.132,cohort1_equilibrium
7247,10,300,70,90,1000,0.09,cohort1_equilibrium
7248,10,300,80,94,1000,0.094,cohort1_equilibrium
7249,10,300,90,53,1000,0.053,cohort1_equilibrium
7250,20,300,10,58,1000,0.058,cohort1_equilibrium
7251,20,300,20,84,1000,0.084,cohort1_equilibrium
7252,20,300,30,97,1000,0.097,cohort1_equilibrium
7253,20,300,35,28,1000,0.028,cohort1_equilibrium
7254,20,300,40,34,1000,0.034,cohort1_equilibrium
7255,20,300,45,25,1000,0.025,cohort1_equilibrium
7256,20,300,50,104,1000,0.104,cohort1_equilibrium
7257,20,300,60,149,1000,0.149,cohort1_equilibrium
7258,20,300,70,465,1000,0.465,cohort1_equilibrium
7259,20,300,80,90,1000,0.09,cohort1_equilibrium
7260,20,300,90,42,1000,0.042,cohort1_equilibrium
7261,35,300,10,39,1000,0.039,cohort1_equilibrium
7262,35,300,20,67,1000,0.067,cohort1_equilibrium
7263,35,300,30,129,1000,0.129,cohort1_equilibrium
7264,35,300,35,208,1000,0.208,cohort1_equilibrium
7265,35,300,40,162,1000,0.162,cohort1_equilibrium
7266,35,300,45,89,1000,0.089,cohort1_equilibrium
7267,35,300,50,140,1000,0.14,cohort1_equilibrium
7268,35,300,60,117,1000,0.117,cohort1_equilibrium
7269,35,300,70,86,1000,0.086,cohort1_equilibrium
7270,35,300,80,97,1000,0.097,cohort1_equilibrium
7271,35,300,90,78,1000,0.078,cohort1_equilibrium
7272,50,300,10,76,1000,0.076,cohort1_equilibrium
7273,50,300,20,90,1000,0.09,cohort1_equilibrium
7274,50,300,30,105,1000,0.105,cohort1_equilibrium
7275,50,300,35,200,1000,0.2,cohort1_equilibrium
7276,50,300,40,132,1000,0.132,cohort1_equilibrium
7277,50,300,45,111,1000,0.111,cohort1_equilibrium
7278,50,300,50,128,1000,0.128,cohort1_equilibrium
7279,50,300,60,90,1000,0.09,cohort1_equilibrium
7280,50,300,70,72,1000,0.072,cohort1_equilibrium
7281,50,300,80,107,1000,0.107,cohort1_equilibrium
7282,50,300,90,33,1000,0.033,cohort1_equilibrium
7283,65,300,10,57,1000,0.057,cohort1_equilibrium
7284,65,300,20,101,1000,0.101,cohort1_equilibrium
7285,65,300,30,396,1000,0.396,cohort1_equilibrium
7286,65,300,35,141,1000,0.141,cohort1_equilibrium
7287,65,300,40,83,1000,0.083,cohort1_equilibrium
7288,65,300,45,97,1000,0.097,cohort1_equilibrium
7289,65,300,50,102,1000,0.102,cohort1_equilibrium
7290,65,300,60,142,1000,0.142,cohort1_equilibrium
7291,65,300,70,95,1000,0.095,cohort1_equilibrium
7292,65,300,80,56,1000,0.056,cohort1_equilibrium
7293,65,300,90,58,1000,0.058,cohort1_equilibrium
7294,75,300,10,0,1000,0,cohort1_equilibrium
7295,75,300,20,99,1000,0.099,cohort1_equilibrium
7296,75,300,30,0,1000,0,cohort1_equilibrium
7297,75,300,35,87,1000,0.087,cohort1_equilibrium
7298,75,300,40,546,1000,0.546,cohort1_equilibrium
7299,75,300,45,3,1000,0.003,cohort1_equilibrium
7300,75,300,50,128,1000,0.128,cohort1_equilibrium
7301,75,300,60,566,1000,0.566,cohort1_equilibrium
7302,75,300,70,163,1000,0.163,cohort1_equilibrium
7303,75,300,80,84,1000,0.084,cohort1_equilibrium
7304,75,300,90,157,1000,0.157,cohort1_equilibrium
7305,90,300,10,1,1000,0.001,cohort1_equilibrium
7306,90,300,20,0,1000,0,cohort1_equilibrium
7307,90,300,30,112,1000,0.112,cohort1_equilibrium
7308,90,300,35,154,1000,0.154,cohort1_equilibrium
7309,90,300,40,33,1000,0.033,cohort1_equilibrium
7310,90,300,45,170,1000,0.17,cohort1_equilibrium
7311,90,300,50,62,1000,0.062,cohort1_equilibrium
7312,90,300,60,93,1000,0.093,cohort1_equilibrium
7313,90,300,70,566,1000,0.566,cohort1_equilibrium
7314,90,300,80,104,1000,0.104,cohort1_equilibrium
7315,90,300,90,52,1000,0.052,cohort1_equilibrium
7316,10,500,10,52,1000,0.052,cohort1_equilibrium
7317,10,500,20,93,1000,0.093,cohort1_equilibrium
7318,10,500,30,83,1000,0.083,cohort1_equilibrium
7319,10,500,35,111,1000,0.111,cohort1_equilibrium
7320,10,500,40,262,1000,0.262,cohort1_equilibrium
7321,10,500,45,131,1000,0.131,cohort1_equilibrium
7322,10,500,50,327,1000,0.327,cohort1_equilibrium
7323,10,500,60,120,1000,0.12,cohort1_equilibrium
7324,10,500,70,104,1000,0.104,cohort1_equilibrium
7325,10,500,80,128,1000,0.128,cohort1_equilibrium
7326,10,500,90,43,1000,0.043,cohort1_equilibrium
7327,20,500,10,64,1000,0.064,cohort1_equilibrium
7328,20,500,20,86,1000,0.086,cohort1_equilibrium
7329,20,500,30,694,1000,0.694,cohort1_equilibrium
7330,20,500,35,463,1000,0.463,cohort1_equilibrium
7331,20,500,40,239,1000,0.239,cohort1_equilibrium
7332,20,500,45,608,1000,0.608,cohort1_equilibrium
7333,20,500,50,176,1000,0.176,cohort1_equilibrium
7334,20,500,60,119,1000,0.119,cohort1_equilibrium
7335,20,500,70,113,1000,0.113,cohort1_equilibrium
7336,20,500,80,82,1000,0.082,cohort1_equilibrium
7337,20,500,90,60,1000,0.06,cohort1_equilibrium
7338,35,500,10,51,1000,0.051,cohort1_equilibrium
7339,35,500,20,102,1000,0.102,cohort1_equilibrium
7340,35,500,30,104,1000,0.104,cohort1_equilibrium
7341,35,500,35,538,1000,0.538,cohort1_equilibrium
7342,35,500,40,117,1000,0.117,cohort1_equilibrium
7343,35,500,45,564,1000,0.564,cohort1_equilibrium
7344,35,500,50,150,1000,0.15,cohort1_equilibrium
7345,35,500,60,57,1000,0.057,cohort1_equilibrium
7346,35,500,70,134,1000,0.134,cohort1_equilibrium
7347,35,500,80,86,1000,0.086,cohort1_equilibrium
7348,35,500,90,54,1000,0.054,cohort1_equilibrium
7349,50,500,10,47,1000,0.047,cohort1_equilibrium
7350,50,500,20,72,1000,0.072,cohort1_equilibrium
7351,50,500,30,507,1000,0.507,cohort1_equilibrium
7352,50,500,35,331,1000,0.331,cohort1_equilibrium
7353,50,500,40,157,1000,0.157,cohort1_equilibrium
7354,50,500,45,92,1000,0.092,cohort1_equilibrium
7355,50,500,50,20,1000,0.02,cohort1_equilibrium
7356,50,500,60,118,1000,0.118,cohort1_equilibrium
7357,50,500,70,76,1000,0.076,cohort1_equilibrium
7358,50,500,80,82,1000,0.082,cohort1_equilibrium
7359,50,500,90,54,1000,0.054,cohort1_equilibrium
7360,65,500,10,73,1000,0.073,cohort1_equilibrium
7361,65,500,20,92,1000,0.092,cohort1_equilibrium
7362,65,500,30,129,1000,0.129,cohort1_equilibrium
7363,65,500,35,4,1000,0.004,cohort1_equilibrium
7364,65,500,40,68,1000,0.068,cohort1_equilibrium
7365,65,500,45,167,1000,0.167,cohort1_equilibrium
7366,65,500,50,152,1000,0.152,cohort1_equilibrium
7367,65,500,60,90,1000,0.09,cohort1_equilibrium
7368,65,500,70,116,1000,0.116,cohort1_equilibrium
7369,65,500,80,84,1000,0.084,cohort1_equilibrium
7370,65,500,90,5,1000,0.005,cohort1_equilibrium
7371,75,500,10,78,1000,0.078,cohort1_equilibrium
7372,75,500,20,74,1000,0.074,cohort1_equilibrium
7373,75,500,30,100,1000,0.1,cohort1_equilibrium
7374,75,500,35,122,1000,0.122,cohort1_equilibrium
7375,75,500,40,194,1000,0.194,cohort1_equilibrium
7376,75,500,45,106,1000,0.106,cohort1_equilibrium
7377,75,500,50,128,1000,0.128,cohort1_equilibrium
7378,75,500,60,111,1000,0.111,cohort1_equilibrium
7379,75,500,70,66,1000,0.066,cohort1_equilibrium
7380,75,500,80,93,1000,0.093,cohort1_equilibrium
7381,75,500,90,83,1000,0.083,cohort1_equilibrium
7382,90,500,10,100,1000,0.1,cohort1_equilibrium
7383,90,500,20,56,1000,0.056,cohort1_equilibrium
7384,90,500,30,1,1000,0.001,cohort1_equilibrium
7385,90,500,35,52,1000,0.052,cohort1_equilibrium
7386,90,500,40,0,1000,0,cohort1_equilibrium
7387,90,500,45,162,1000,0.162,cohort1_equilibrium
7388,90,500,50,2,1000,0.002,cohort1_equilibrium
7389,90,500,60,128,1000,0.128,cohort1_equilibrium
7390,90,500,70,115,1000,0.115,cohort1_equilibrium
7391,90,500,80,104,1000,0.104,cohort1_equilibrium
7392,90,500,90,0,1000,0,cohort1_equilibrium
7393,10,50,10,60,1000,0.06,cohort1_equilibrium
7394,10,50,20,97,1000,0.097,cohort1_equilibrium
7395,10,50,30,111,1000,0.111,cohort1_equilibrium
7396,10,50,35,706,1000,0.706,cohort1_equilibrium
7397,10,50,40,38,1000,0.038,cohort1_equilibrium
7398,10,50,45,175,1000,0.175,cohort1_equilibrium
7399,10,50,50,72,1000,0.072,cohort1_equilibrium
7400,10,50,60,122,1000,0.122,cohort1_equilibrium
7401,10,50,70,119,1000,0.119,cohort1_equilibrium
7402,10,50,80,110,1000,0.11,cohort1_equilibrium
7403,10,50,90,41,1000,0.041,cohort1_equilibrium
7404,20,50,10,56,1000,0.056,cohort1_equilibrium
7405,20,50,20,225,1000,0.225,cohort1_equilibrium
