percent_grammar_1,percent_cohort2,cohort2_age,name,mean_state_of_nodes
30,50,150,cohort2_state,0.1087891073200936
45,50,150,cohort1_state,0.12158858334674096
45,50,150,cohort2_state,0.268076022288582
40,50,150,cohort1_state,0.06281179420190354
40,50,150,cohort2_state,0.1735171115388404
60,50,150,cohort1_state,0.9943552612512868
60,50,150,cohort2_state,0.9913531987432384
70,50,150,cohort1_state,0.9963706957557236
70,50,150,cohort2_state,0.9945105444316564
50,50,150,cohort1_state,0.9564616387970496
50,50,150,cohort2_state,0.8008771916481893
80,50,150,cohort1_state,0.991003670541818
80,50,150,cohort2_state,0.993906526630443
90,50,150,cohort1_state,0.993264885976824
90,50,150,cohort2_state,0.9918636217709764
10,65,150,cohort1_state,0.00854953055116466
10,65,150,cohort2_state,0.00696504060051934
30,65,150,cohort1_state,0.00485070619352516
30,65,150,cohort2_state,0.00531617460225489
20,65,150,cohort1_state,0.00878442052807356
20,65,150,cohort2_state,0.00955247747556169
35,65,150,cohort1_state,0.00674089720692758
35,65,150,cohort2_state,0.00729875536790275
45,65,150,cohort1_state,0.4564880713526968
45,65,150,cohort2_state,0.5697191383954495
40,65,150,cohort1_state,0.15468977745512233
40,65,150,cohort2_state,0.17424374628159806
50,65,150,cohort1_state,0.30353434682567565
50,65,150,cohort2_state,0.35372007148937157
70,65,150,cohort1_state,0.832000839731965
70,65,150,cohort2_state,0.9863088756816054
60,65,150,cohort1_state,0.9918958778187426
60,65,150,cohort2_state,0.994389567188498
80,65,150,cohort1_state,0.9933892834432908
80,65,150,cohort2_state,0.9899587020405828
90,65,150,cohort1_state,0.9897309282467098
90,65,150,cohort2_state,0.98992792425356535
20,75,150,cohort1_state,0.00748358694480612
20,75,150,cohort2_state,0.00759579543118567
40,75,150,cohort1_state,0.00270252858384123
40,75,150,cohort2_state,0.00566814426991862
10,75,150,cohort1_state,0.00760454920372661
10,75,150,cohort2_state,0.00612224760468462
35,75,150,cohort1_state,0.00609543362669439
35,75,150,cohort2_state,0.00659908153432012
45,75,150,cohort1_state,0.07413300971153727
45,75,150,cohort2_state,0.05836672415838676
30,75,150,cohort1_state,0.00738813509955281
30,75,150,cohort2_state,0.00683863223971394
50,75,150,cohort1_state,0.00901275290725502
50,75,150,cohort2_state,0.13065940422295808
60,75,150,cohort1_state,0.9312400081113223
60,75,150,cohort2_state,0.9333191438084448
70,75,150,cohort1_state,0.9928585638866622
70,75,150,cohort2_state,0.9920232777953916
10,90,150,cohort1_state,0.00869548102774453
10,90,150,cohort2_state,0.00885187511055681
80,75,150,cohort1_state,0.9896971312305513
80,75,150,cohort2_state,0.9925783301758752
30,90,150,cohort1_state,0.00805913976055248
30,90,150,cohort2_state,0.00793788413494128
20,90,150,cohort1_state,0.00586475638526163
20,90,150,cohort2_state,0.00915613546573562
40,90,150,cohort1_state,0.3050460460701891
40,90,150,cohort2_state,0.6240364019459513
35,90,150,cohort1_state,0.01016779923355221
35,90,150,cohort2_state,0.0077758580199942
45,90,150,cohort1_state,0.01063261855437384
45,90,150,cohort2_state,0.30916533804732904
50,90,150,cohort1_state,0.6715336238389206
50,90,150,cohort2_state,0.4769517724916797
90,75,150,cohort1_state,0.990961275526554
90,75,150,cohort2_state,0.9919393458597744
60,90,150,cohort1_state,0.9953860913849686
60,90,150,cohort2_state,0.9915450528660076
80,90,150,cohort1_state,0.9938078134053484
80,90,150,cohort2_state,0.9915521248133038
70,90,150,cohort1_state,0.991540254971592
70,90,150,cohort2_state,0.9939898383732556
90,90,150,cohort1_state,0.9915338496450914
90,90,150,cohort2_state,0.9931016379152104
35,10,300,cohort1_state,0.05112673664851061
35,10,300,cohort2_state,0.1804132310974672
10,10,300,cohort1_state,0.00616391786488359
10,10,300,cohort2_state,0.00777815623955709
30,10,300,cohort1_state,0.00641973500539089
30,10,300,cohort2_state,0.00808422002270661
20,10,300,cohort1_state,0.0025936614947735
20,10,300,cohort2_state,0.00923750173577987
40,10,300,cohort1_state,0.2232161642875254
40,10,300,cohort2_state,0.00388300612573298
45,10,300,cohort1_state,0.5871438704875053
45,10,300,cohort2_state,0.5003748034485302
50,10,300,cohort1_state,0.5093583179214409
50,10,300,cohort2_state,0.7062040644644381
60,10,300,cohort1_state,0.8985213227284959
60,10,300,cohort2_state,0.992834262295957
70,10,300,cohort1_state,0.991837427580246
70,10,300,cohort2_state,0.9899550880019172
10,20,300,cohort1_state,0.00778400529603886
10,20,300,cohort2_state,0.00717779935070654
80,10,300,cohort1_state,0.9943223156868294
80,10,300,cohort2_state,0.9908768557655436
90,10,300,cohort1_state,0.9915291914712436
90,10,300,cohort2_state,0.9923251428697226
20,20,300,cohort1_state,0.007119963294588
20,20,300,cohort2_state,0.00731059263680555
30,20,300,cohort1_state,0.00703077348868848
30,20,300,cohort2_state,0.00838697101491684
35,20,300,cohort1_state,0.12609486246426244
35,20,300,cohort2_state,0.26004349524124004
45,20,300,cohort1_state,0.5016500735687598
45,20,300,cohort2_state,0.3740200314802161
40,20,300,cohort1_state,0.00816794399032415
40,20,300,cohort2_state,0.00835523333356621
50,20,300,cohort1_state,0.15836457171262264
50,20,300,cohort2_state,0.19558167726561052
60,20,300,cohort1_state,0.6330592162826241
60,20,300,cohort2_state,0.47384843418591033
70,20,300,cohort1_state,0.9842679797715316
70,20,300,cohort2_state,0.9909973231204215
10,35,300,cohort1_state,0.00885496339707123
10,35,300,cohort2_state,0.00825969436964397
90,20,300,cohort1_state,0.9874083777267147
90,20,300,cohort2_state,0.9909237666812696
80,20,300,cohort1_state,0.9014997505054798
80,20,300,cohort2_state,0.7538230117903756
30,35,300,cohort1_state,0.00614864745554595
30,35,300,cohort2_state,0.00624378882081106
20,35,300,cohort1_state,0.01070993645102531
20,35,300,cohort2_state,0.00542417558170583
35,35,300,cohort1_state,0.00411613111634638
35,35,300,cohort2_state,0.00589941715523256
40,35,300,cohort1_state,0.3317977746977651
40,35,300,cohort2_state,0.30052949490704783
45,35,300,cohort1_state,0.6228018424482292
45,35,300,cohort2_state,0.6478967338887027
50,35,300,cohort1_state,0.772406605461276
50,35,300,cohort2_state,0.991791290056356
60,35,300,cohort1_state,0.9939532780405086
60,35,300,cohort2_state,0.9890328916475952
70,35,300,cohort1_state,0.8994201977190465
70,35,300,cohort2_state,0.9314716906020464
80,35,300,cohort1_state,0.993750283863798
80,35,300,cohort2_state,0.9922634320179472
10,50,300,cohort1_state,0.00697099005231387
10,50,300,cohort2_state,0.00680926619934556
90,35,300,cohort1_state,0.9911851750311222
90,35,300,cohort2_state,0.9922748376167828
20,50,300,cohort1_state,0.00537781848328298
20,50,300,cohort2_state,0.00622152098442579
35,50,300,cohort1_state,0.0078656204925136
35,50,300,cohort2_state,0.00656163091313679
40,50,300,cohort1_state,0.00560215794207749
40,50,300,cohort2_state,0.00563442668318334
50,50,300,cohort1_state,0.339497630517116
50,50,300,cohort2_state,0.2989226732192486
45,50,300,cohort1_state,0.5414838348940704
45,50,300,cohort2_state,0.4662646699553722
60,50,300,cohort1_state,0.8459525499525157
60,50,300,cohort2_state,0.8120888923774059
30,50,300,cohort1_state,0.01023886059915437
30,50,300,cohort2_state,0.0081102797962228
80,50,300,cohort1_state,0.9916027025087942
80,50,300,cohort2_state,0.9918627548221248
70,50,300,cohort1_state,0.9914764697537954
70,50,300,cohort2_state,0.9931656789026662
10,65,300,cohort1_state,0.00861994591020549
10,65,300,cohort2_state,0.00934481516394432
90,50,300,cohort1_state,0.9908323356640916
90,50,300,cohort2_state,0.9909567147918192
20,65,300,cohort1_state,0.01143703069573131
20,65,300,cohort2_state,0.00706603481819632
40,65,300,cohort1_state,0.0078430186640829
40,65,300,cohort2_state,0.00706565540018632
30,65,300,cohort1_state,0.00865710053721939
30,65,300,cohort2_state,0.00914403498566158
35,65,300,cohort1_state,0.2996774523386581
35,65,300,cohort2_state,0.4650928566617968
70,65,300,cohort1_state,0.9862705016638412
70,65,300,cohort2_state,0.992431663299138
45,65,300,cohort1_state,0.9256320845949276
45,65,300,cohort2_state,0.8299151445870039
60,65,300,cohort1_state,0.8131856705802674
60,65,300,cohort2_state,0.5819983080394112
50,65,300,cohort1_state,0.26705574058779746
50,65,300,cohort2_state,0.2746106252733697
80,65,300,cohort1_state,0.9941697512385476
80,65,300,cohort2_state,0.9923538966390552
90,65,300,cohort1_state,0.9941397511317612
90,65,300,cohort2_state,0.9931563693543868
20,75,300,cohort1_state,0.00769659813384232
20,75,300,cohort2_state,0.00729762350516114
10,75,300,cohort1_state,0.00494543083589044
10,75,300,cohort2_state,0.00615763835646241
30,75,300,cohort1_state,0.00884611337980452
30,75,300,cohort2_state,0.00745161211764851
35,75,300,cohort1_state,0.3689987694022907
35,75,300,cohort2_state,0.15972497390144264
40,75,300,cohort1_state,0.00767111412902168
40,75,300,cohort2_state,0.00637919608109912
45,75,300,cohort1_state,0.00450730978394412
45,75,300,cohort2_state,0.00581884305666679
50,75,300,cohort1_state,0.6837811934633581
50,75,300,cohort2_state,0.708483628118918
60,75,300,cohort1_state,0.9872402542015438
60,75,300,cohort2_state,0.990607335305718
90,75,300,cohort1_state,0.9814602343631764
90,75,300,cohort2_state,0.9912066427441936
80,75,300,cohort1_state,0.9904468279641186
80,75,300,cohort2_state,0.9925057765133832
70,75,300,cohort1_state,0.8881208383674796
70,75,300,cohort2_state,0.9042813934328812
30,90,300,cohort1_state,0.0084483184453361
30,90,300,cohort2_state,0.06818091224679637
10,90,300,cohort1_state,0.00445389164375098
10,90,300,cohort2_state,0.00559278948834296
20,90,300,cohort1_state,0.00618925649655898
20,90,300,cohort2_state,0.00631387824220733
35,90,300,cohort1_state,0.01551079151256186
35,90,300,cohort2_state,0.00809480283059499
40,90,300,cohort1_state,0.00809746272267212
40,90,300,cohort2_state,0.07075655390477863
45,90,300,cohort1_state,0.4553770193065343
45,90,300,cohort2_state,0.5313340277259242
50,90,300,cohort1_state,0.9837418617706812
50,90,300,cohort2_state,0.8220992501889106
70,90,300,cohort1_state,0.9935994980596352
70,90,300,cohort2_state,0.9942576262359456
60,90,300,cohort1_state,0.9898592114684536
60,90,300,cohort2_state,0.9931527594478424
80,90,300,cohort1_state,0.992746029306462
80,90,300,cohort2_state,0.9915555799545188
10,10,500,cohort1_state,0.00505227708063741
10,10,500,cohort2_state,0.00422946483521604
20,10,500,cohort1_state,0.0072307833340953
20,10,500,cohort2_state,0.0053856603736715
90,90,300,cohort1_state,0.9826442429386368
90,90,300,cohort2_state,0.9916777352626384
30,10,500,cohort1_state,0.00918237615023639
30,10,500,cohort2_state,0.00754999990733142
40,10,500,cohort1_state,0.379110833380623
40,10,500,cohort2_state,0.2528788320609761
45,10,500,cohort1_state,0.00840492928949254
45,10,500,cohort2_state,0.00568365039083784
35,10,500,cohort1_state,0.20513578549041084
35,10,500,cohort2_state,0.00631674970844447
60,10,500,cohort1_state,0.8793897224421365
60,10,500,cohort2_state,0.9919955097517628
10,20,500,cohort1_state,0.00828305283635822
10,20,500,cohort2_state,0.00851912108720862
70,10,500,cohort1_state,0.99125098823545
70,10,500,cohort2_state,0.9932691572455375
90,10,500,cohort1_state,0.9953210926791924
90,10,500,cohort2_state,0.9920883869956136
50,10,500,cohort1_state,0.3354879747461429
50,10,500,cohort2_state,0.4914607551135198
80,10,500,cohort1_state,0.8987684276666984
80,10,500,cohort2_state,0.9882390850376302
30,20,500,cohort1_state,0.01142460824061181
30,20,500,cohort2_state,0.00760667550524066
20,20,500,cohort1_state,0.09825613752619725
20,20,500,cohort2_state,0.1223575637581776
40,20,500,cohort1_state,0.10029980374449345
40,20,500,cohort2_state,0.00653306178363749
35,20,500,cohort1_state,0.01080136207156186
35,20,500,cohort2_state,0.00829119979648124
45,20,500,cohort1_state,0.16799115325326522
45,20,500,cohort2_state,0.370623490152628
50,20,500,cohort1_state,0.3935312730085482
50,20,500,cohort2_state,0.24644482419997552
60,20,500,cohort1_state,0.9900183922770892
60,20,500,cohort2_state,0.9881225225663964
80,20,500,cohort1_state,0.9956639555173488
80,20,500,cohort2_state,0.9932523097743654
70,20,500,cohort1_state,0.8468214229347287
70,20,500,cohort2_state,0.7462772418803654
10,35,500,cohort1_state,0.00596860339373431
10,35,500,cohort2_state,0.00923482778237048
20,35,500,cohort1_state,0.01681742442737719
20,35,500,cohort2_state,0.0101790664490281
30,35,500,cohort1_state,0.00482764509447829
30,35,500,cohort2_state,0.00618601351474495
90,20,500,cohort1_state,0.9942117282857694
90,20,500,cohort2_state,0.9916961723377782
35,35,500,cohort1_state,0.0034573877563245
35,35,500,cohort2_state,0.00685882218657534
40,35,500,cohort1_state,0.3256082297281419
40,35,500,cohort2_state,0.3515626306109911
45,35,500,cohort1_state,0.34610814423029307
45,35,500,cohort2_state,0.5785410253274776
50,35,500,cohort1_state,0.3739435762787433
50,35,500,cohort2_state,0.28878236961194975
60,35,500,cohort1_state,0.9887533824651372
60,35,500,cohort2_state,0.9924193966933148
70,35,500,cohort1_state,0.9245964749248544
70,35,500,cohort2_state,0.9254169658791108
90,35,500,cohort1_state,0.991407009961186
90,35,500,cohort2_state,0.991371239458141
10,50,500,cohort1_state,0.00421425555788398
10,50,500,cohort2_state,0.00636832942124717
80,35,500,cohort1_state,0.9969475023709308
80,35,500,cohort2_state,0.9935149988079212
35,50,500,cohort1_state,0.004568175327131
35,50,500,cohort2_state,0.00426312856126244
20,50,500,cohort1_state,0.00745532305262181
20,50,500,cohort2_state,0.00649136932106909
40,50,500,cohort1_state,0.1539608750249007
40,50,500,cohort2_state,0.03249558547204487
30,50,500,cohort1_state,0.43744267258707337
30,50,500,cohort2_state,0.3618123420312994
50,50,500,cohort1_state,0.6997521008771425
50,50,500,cohort2_state,0.8966368140602692
45,50,500,cohort1_state,0.00514150150985308
45,50,500,cohort2_state,0.01414548926906817
60,50,500,cohort1_state,0.9955468761739736
60,50,500,cohort2_state,0.9916948928462832
70,50,500,cohort1_state,0.8453595052806377
70,50,500,cohort2_state,0.8006770696600528
10,65,500,cohort1_state,0.01121992755626973
10,65,500,cohort2_state,0.00528346224204444
20,65,500,cohort1_state,0.01288015584095435
20,65,500,cohort2_state,0.01089682895894054
80,50,500,cohort1_state,0.9965712179704722
80,50,500,cohort2_state,0.992816016464554
90,50,500,cohort1_state,0.9939676918457504
90,50,500,cohort2_state,0.9930200595420804
35,65,500,cohort1_state,0.1298482867943545
35,65,500,cohort2_state,0.08366344398077381
30,65,500,cohort1_state,0.00589314216348886
30,65,500,cohort2_state,0.00681710719194509
40,65,500,cohort1_state,0.00678448625129993
40,65,500,cohort2_state,0.00852640980559335
50,65,500,cohort1_state,0.9906375836554614
50,65,500,cohort2_state,0.9950969674314364
45,65,500,cohort1_state,0.25249121501102045
45,65,500,cohort2_state,0.15302849967516663
60,65,500,cohort1_state,0.6665308143177848
60,65,500,cohort2_state,0.7475825382447513
35,75,500,cohort1_state,0.00151831804515936
35,75,500,cohort2_state,0.00478206662674179
70,65,500,cohort1_state,0.994529097101427
70,65,500,cohort2_state,0.9946392723410628
10,75,500,cohort1_state,0.00638433134428884
10,75,500,cohort2_state,0.00724448064476271
90,65,500,cohort1_state,0.9970690286465552
90,65,500,cohort2_state,0.993660167152704
30,75,500,cohort1_state,0.19565608237256463
30,75,500,cohort2_state,0.1747237525990384
80,65,500,cohort1_state,0.993488124821174
80,65,500,cohort2_state,0.9932139988179536
20,75,500,cohort1_state,0.00470937563410944
20,75,500,cohort2_state,0.00615810633609733
45,75,500,cohort1_state,0.0066865241182557
45,75,500,cohort2_state,0.00917349660351892
40,75,500,cohort1_state,0.28940127606525756
40,75,500,cohort2_state,0.2700220631551593
50,75,500,cohort1_state,0.21733629527062437
50,75,500,cohort2_state,0.39100977065797377
70,75,500,cohort1_state,0.9974815094121612
70,75,500,cohort2_state,0.996484934515272
60,75,500,cohort1_state,0.6900532152828626
60,75,500,cohort2_state,0.7040011678818012
20,90,500,cohort1_state,0.00855949454660283
20,90,500,cohort2_state,0.01054466909945123
10,90,500,cohort1_state,0.00515261480040789
10,90,500,cohort2_state,0.00895989195117672
90,75,500,cohort1_state,0.994527520827598
90,75,500,cohort2_state,0.9937329067671268
80,75,500,cohort1_state,0.7252398754281497
80,75,500,cohort2_state,0.8709468857582358
40,90,500,cohort1_state,0.00342242884020286
40,90,500,cohort2_state,0.00908467471830081
30,90,500,cohort1_state,0.01218991568911193
30,90,500,cohort2_state,0.14465102314875886
35,90,500,cohort1_state,0.0138570778667516
35,90,500,cohort2_state,0.07112941198287935
45,90,500,cohort1_state,0.2960883221842362
45,90,500,cohort2_state,0.6322330312310156
60,90,500,cohort1_state,0.9922266202333848
60,90,500,cohort2_state,0.9931419559066024
50,90,500,cohort1_state,0.20113134425769236
50,90,500,cohort2_state,0.6203963406528605
80,90,500,cohort1_state,0.9943376515806008
80,90,500,cohort2_state,0.9930995880877173
70,90,500,cohort1_state,0.9963973643802048
70,90,500,cohort2_state,0.9339152809225209
90,90,500,cohort1_state,0.993192971803846
90,90,500,cohort2_state,0.9931858000323708
10,10,50,cohort1_state,0.0060197316669727
10,10,50,cohort2_state,0.00333128704542172
20,10,50,cohort1_state,0.00916531967199288
20,10,50,cohort2_state,0.00834742608243879
40,10,50,cohort1_state,0.00754424935814798
40,10,50,cohort2_state,0.00558519711132952
30,10,50,cohort1_state,0.00786455002054607
30,10,50,cohort2_state,0.00660036442970827
35,10,50,cohort1_state,0.00768666418669334
35,10,50,cohort2_state,0.00643419864808296
50,10,50,cohort1_state,0.6397768477819867
50,10,50,cohort2_state,0.9884959263475188
45,10,50,cohort1_state,0.0780407084222487
45,10,50,cohort2_state,0.00643561078316646
70,10,50,cohort1_state,0.9934355493116994
70,10,50,cohort2_state,0.9957871303006488
90,10,50,cohort1_state,0.993607946562996
90,10,50,cohort2_state,0.9901556806110716
60,10,50,cohort1_state,0.4374279228905972
60,10,50,cohort2_state,0.2637195988907612
80,10,50,cohort1_state,0.9945123083361064
80,10,50,cohort2_state,0.9936127403577454
30,20,50,cohort1_state,0.00802438200282091
30,20,50,cohort2_state,0.00738933226656912
10,20,50,cohort1_state,0.00683761782237677
10,20,50,cohort2_state,0.00773769924577821
35,20,50,cohort1_state,0.43707460375888674
35,20,50,cohort2_state,0.5226369589563636
20,20,50,cohort1_state,0.00658085645330225
20,20,50,cohort2_state,0.00572888143344674
45,20,50,cohort1_state,0.2911059621453359
45,20,50,cohort2_state,0.5872392483593609
40,20,50,cohort1_state,0.07969072717086396
40,20,50,cohort2_state,0.00917042053836587
50,20,50,cohort1_state,0.6938361874768321
50,20,50,cohort2_state,0.7612026814437696
80,20,50,cohort1_state,0.9938500402945898
80,20,50,cohort2_state,0.992494954979087
60,20,50,cohort1_state,0.9225800694475288
60,20,50,cohort2_state,0.991507589041828
70,20,50,cohort1_state,0.994811767471276
70,20,50,cohort2_state,0.9928502168119704
10,35,50,cohort1_state,0.00635108095593823
10,35,50,cohort2_state,0.00593684658252423
20,35,50,cohort1_state,0.0066666620951912
20,35,50,cohort2_state,0.00837843480362114
90,20,50,cohort1_state,0.9928128411634364
90,20,50,cohort2_state,0.9925388552844132
30,35,50,cohort1_state,0.1860133597568575
30,35,50,cohort2_state,0.1443739183118992
35,35,50,cohort1_state,0.00979349145513606
35,35,50,cohort2_state,0.00727733739483026
40,35,50,cohort1_state,0.2947964183468602
40,35,50,cohort2_state,0.2782366419481751
50,35,50,cohort1_state,0.8506793614368705
50,35,50,cohort2_state,0.8558765759714796
60,35,50,cohort1_state,0.9934720501564396
60,35,50,cohort2_state,0.9934003898018734
45,35,50,cohort1_state,0.06024316670288675
45,35,50,cohort2_state,0.15258903114088654
80,35,50,cohort1_state,0.9920297994143452
80,35,50,cohort2_state,0.9921467969447384
20,50,50,cohort1_state,0.00743454960591251
20,50,50,cohort2_state,0.00480277325217855
90,35,50,cohort1_state,0.9941149622667804
90,35,50,cohort2_state,0.9947497521900986
10,50,50,cohort1_state,0.00419575327895696
10,50,50,cohort2_state,0.00618714404491044
70,35,50,cohort1_state,0.9935554045249068
70,35,50,cohort2_state,0.993968215192272
30,50,50,cohort1_state,0.00863395324676826
30,50,50,cohort2_state,0.00541310276062029
40,50,50,cohort1_state,0.1566796603103437
40,50,50,cohort2_state,0.05447599992676387
45,50,50,cohort1_state,0.2869520245809255
45,50,50,cohort2_state,0.1456678041707295
60,50,50,cohort1_state,0.9441305415714568
60,50,50,cohort2_state,0.8720767319082461
70,50,50,cohort1_state,0.9919863269893312
70,50,50,cohort2_state,0.9923854863248138
35,50,50,cohort1_state,0.00806067957369515
35,50,50,cohort2_state,0.00862824641582086
50,50,50,cohort1_state,0.6457628346440101
50,50,50,cohort2_state,0.6665758001441004
80,50,50,cohort1_state,0.989377080380833
80,50,50,cohort2_state,0.9904558750424062
90,50,50,cohort1_state,0.991173994243929
90,50,50,cohort2_state,0.9915555343498962
10,65,50,cohort1_state,0.00388346283083776
10,65,50,cohort2_state,0.00697625227446553
20,65,50,cohort1_state,0.00730649805011728
20,65,50,cohort2_state,0.00621371600632537
30,65,50,cohort1_state,0.09637889151469516
30,65,50,cohort2_state,0.27172554293096535
35,65,50,cohort1_state,0.1276698050249723
35,65,50,cohort2_state,0.30356936354763847
40,65,50,cohort1_state,0.2877023524763544
40,65,50,cohort2_state,0.309036768262842
80,65,50,cohort1_state,0.7526693946801437
80,65,50,cohort2_state,0.8760458888730991
50,65,50,cohort1_state,0.6641887447329271
50,65,50,cohort2_state,0.6194265600483697
70,65,50,cohort1_state,0.9928113045844674
70,65,50,cohort2_state,0.9923283931161272
45,65,50,cohort1_state,0.4438289510272936
45,65,50,cohort2_state,0.5743997696189604
90,65,50,cohort1_state,0.9911250237093502
90,65,50,cohort2_state,0.988701901545663
10,75,50,cohort1_state,0.00755477968251124
10,75,50,cohort2_state,0.00841632818332838
60,65,50,cohort1_state,0.9486777179347874
60,65,50,cohort2_state,0.8873957179157143
20,75,50,cohort1_state,0.08163994758442752
20,75,50,cohort2_state,0.13309379213626113
30,75,50,cohort1_state,0.00833261630399114
30,75,50,cohort2_state,0.00776908901192454
35,75,50,cohort1_state,0.16232031554566345
35,75,50,cohort2_state,0.1374429345517583
70,75,50,cohort1_state,0.9914527234005316
70,75,50,cohort2_state,0.9920818716993708
40,75,50,cohort1_state,0.00618043985404291
40,75,50,cohort2_state,0.00825054160191128
45,75,50,cohort1_state,0.5083100677791076
45,75,50,cohort2_state,0.7549306835142758
60,75,50,cohort1_state,0.8580429113140307
60,75,50,cohort2_state,0.9625624333755428
80,75,50,cohort1_state,0.9921424524589976
80,75,50,cohort2_state,0.9937242227694176
50,75,50,cohort1_state,0.21001161399367016
50,75,50,cohort2_state,0.36882377695256985
90,75,50,cohort1_state,0.9923911048133628
90,75,50,cohort2_state,0.9932083042012402
20,90,50,cohort1_state,0.00339066493477485
20,90,50,cohort2_state,0.00782209263777574
35,90,50,cohort1_state,0.0205209101168409
35,90,50,cohort2_state,0.1062556180941596
30,90,50,cohort1_state,0.01100769087502891
30,90,50,cohort2_state,0.00802078006910981
10,90,50,cohort1_state,0.0118189644951982
10,90,50,cohort2_state,0.01169596777456603
50,90,50,cohort1_state,0.49854064017140376
50,90,50,cohort2_state,0.5365483219467079
45,90,50,cohort1_state,0.01001862750406061
45,90,50,cohort2_state,0.11023216911975116
40,90,50,cohort1_state,0.25229093234156097
40,90,50,cohort2_state,0.3618672362498333
60,90,50,cohort1_state,0.9925225066213184
60,90,50,cohort2_state,0.9921725213626886
70,90,50,cohort1_state,0.9952948022122
70,90,50,cohort2_state,0.9918049993566952
80,90,50,cohort1_state,0.9895375372591834
80,90,50,cohort2_state,0.9935412125570602
90,90,50,cohort1_state,0.9908596735405076
90,90,50,cohort2_state,0.9929801411597404
30,10,150,cohort1_state,0.00306088176020883
30,10,150,cohort2_state,0.00652320662100435
10,10,150,cohort1_state,0.0059368907971746
10,10,150,cohort2_state,0.00677770758778088
20,10,150,cohort1_state,0.00905252818805522
20,10,150,cohort2_state,0.00875281180877341
45,10,150,cohort1_state,0.43219259251136555
45,10,150,cohort2_state,0.43375153952051815
35,10,150,cohort1_state,0.00886301677185512
35,10,150,cohort2_state,0.0073475127109042
40,10,150,cohort1_state,0.00822365485244461
40,10,150,cohort2_state,0.00816798090330927
50,10,150,cohort1_state,0.5581211307066772
50,10,150,cohort2_state,0.28439063682491333
60,10,150,cohort1_state,0.68206769599695
60,10,150,cohort2_state,0.7212485823289001
70,10,150,cohort1_state,0.993375389704718
70,10,150,cohort2_state,0.995762987407974
80,10,150,cohort1_state,0.9922774956629584
80,10,150,cohort2_state,0.9918511601220592
10,20,150,cohort1_state,0.00774398453516345
10,20,150,cohort2_state,0.01015950833646235
90,10,150,cohort1_state,0.9918632878282988
90,10,150,cohort2_state,0.9963390192751542
20,20,150,cohort1_state,0.00664317511736174
20,20,150,cohort2_state,0.00430200841275155
35,20,150,cohort1_state,0.00586691470612551
35,20,150,cohort2_state,0.00555253761103619
30,20,150,cohort1_state,0.00858138290562592
30,20,150,cohort2_state,0.00724955650918654
40,20,150,cohort1_state,0.12747590318163776
40,20,150,cohort2_state,0.12668541761708663
45,20,150,cohort1_state,0.27743719961199176
45,20,150,cohort2_state,0.00760382577232942
50,20,150,cohort1_state,0.1732929547837978
50,20,150,cohort2_state,0.01690993914085926
70,20,150,cohort1_state,0.9441741696360296
70,20,150,cohort2_state,0.8953559070105375
80,20,150,cohort1_state,0.9938619876769856
80,20,150,cohort2_state,0.9953825841690074
60,20,150,cohort1_state,0.992124209171426
60,20,150,cohort2_state,0.991725266296367
10,35,150,cohort1_state,0.0080679014706069
10,35,150,cohort2_state,0.00496524855210068
20,35,150,cohort1_state,0.12750682960639723
20,35,150,cohort2_state,0.34969469365299644
35,35,150,cohort1_state,0.00723343322383392
35,35,150,cohort2_state,0.00831539093724061
30,35,150,cohort1_state,0.00571001560254173
30,35,150,cohort2_state,0.00793171035209903
90,20,150,cohort1_state,0.991100621613473
90,20,150,cohort2_state,0.9922050034998818
40,35,150,cohort1_state,0.5702496412181912
40,35,150,cohort2_state,0.5775311588699522
45,35,150,cohort1_state,0.7866582730455176
45,35,150,cohort2_state,0.9207803396368692
50,35,150,cohort1_state,0.8036043663466923
50,35,150,cohort2_state,0.6441164422950296
80,35,150,cohort1_state,0.9927476967113984
80,35,150,cohort2_state,0.9943614244698504
60,35,150,cohort1_state,0.596765128020088
60,35,150,cohort2_state,0.39069330517447193
30,50,150,cohort1_state,0.00639547406317863
30,50,150,cohort2_state,0.00580733737851307
90,35,150,cohort1_state,0.994557519566189
90,35,150,cohort2_state,0.9927376370456864
10,50,150,cohort1_state,0.01132542687550333
10,50,150,cohort2_state,0.00736459846273406
70,35,150,cohort1_state,0.9895622058818035
70,35,150,cohort2_state,0.9912050314245046
35,50,150,cohort1_state,0.0959668710071958
35,50,150,cohort2_state,0.1523460234094126
20,50,150,cohort1_state,0.00760113977180166
20,50,150,cohort2_state,0.00689947519501477
40,50,150,cohort1_state,0.29721126711664114
40,50,150,cohort2_state,0.4308100796366407
45,50,150,cohort1_state,0.00785677796627007
45,50,150,cohort2_state,0.0059584689258269
60,50,150,cohort1_state,0.6958590178557993
60,50,150,cohort2_state,0.6603262674206252
90,50,150,cohort1_state,0.9941709647423052
90,50,150,cohort2_state,0.9929528491090684
10,65,150,cohort1_state,0.00705474739066444
10,65,150,cohort2_state,0.0070674582559712
50,50,150,cohort1_state,0.2828923920959427
50,50,150,cohort2_state,0.3606720113505356
70,50,150,cohort1_state,0.9934661219104314
70,50,150,cohort2_state,0.990327977383442
80,50,150,cohort1_state,0.9932183673929986
80,50,150,cohort2_state,0.9915103869455958
20,65,150,cohort1_state,0.00277320243651287
20,65,150,cohort2_state,0.00530477452467851
30,65,150,cohort1_state,0.00957978885462045
30,65,150,cohort2_state,0.00573534772455737
