chance_listen_to_outgroup,percent_grammar_1,percent_cohort2,type,final_state
0.4,10,50,Overall mean,0.00745013941119773
0.3,90,50,Cohort 1 mean,0.9940725856937848
0.3,90,50,Cohort 2 mean,0.9943981181202451
0.3,90,50,Overall mean,0.9942353519070152
0.4,35,50,Cohort 1 mean,0.00650703874826703
0.4,35,50,Cohort 2 mean,0.00704068083199785
0.4,35,50,Overall mean,0.00677385979013244
0.4,30,50,Cohort 1 mean,0.00719856832748924
0.4,30,50,Cohort 2 mean,0.00707711196546808
0.4,30,50,Overall mean,0.00713784014647866
0.3,80,50,Cohort 1 mean,0.9899468987071206
0.3,80,50,Cohort 2 mean,0.990507681942583
0.3,80,50,Overall mean,0.990227290324852
0.4,40,50,Cohort 1 mean,0.1887903640731464
0.4,40,50,Cohort 2 mean,0.279703468009212
0.4,40,50,Overall mean,0.23424691604117917
0.4,20,50,Cohort 1 mean,0.00566708302674846
0.4,20,50,Cohort 2 mean,0.00547671884660566
0.4,20,50,Overall mean,0.00557190093667706
0.4,45,50,Cohort 1 mean,0.12383768467736542
0.4,45,50,Cohort 2 mean,0.5096697197710577
0.4,45,50,Overall mean,0.3167537022242116
0.4,50,50,Cohort 1 mean,0.4590729958032496
0.4,50,50,Cohort 2 mean,0.4513307264350126
0.4,50,50,Overall mean,0.45520186111913097
0.4,60,50,Cohort 1 mean,0.6090760849853787
0.4,60,50,Cohort 2 mean,0.6946899432783309
0.4,60,50,Overall mean,0.6518830141318548
0.4,65,50,Cohort 1 mean,0.7953857809732094
0.4,65,50,Cohort 2 mean,0.8549100647181243
0.4,65,50,Overall mean,0.8251479228456668
0.4,80,50,Cohort 1 mean,0.987057767414375
0.4,80,50,Cohort 2 mean,0.9930264051970938
0.4,80,50,Overall mean,0.9900420863057344
0.4,55,50,Cohort 1 mean,0.735515428372945
0.4,55,50,Cohort 2 mean,0.5990938380783577
0.4,55,50,Overall mean,0.6673046332256511
0.4,70,50,Cohort 1 mean,0.8505147382954673
0.4,70,50,Cohort 2 mean,0.9389045347448296
0.4,70,50,Overall mean,0.8947096365201486
0.5,20,50,Cohort 1 mean,0.00868509203034366
0.5,20,50,Cohort 2 mean,0.00643974323079693
0.5,20,50,Overall mean,0.0075624176305703
0.5,10,50,Cohort 1 mean,0.00806744882814938
0.5,10,50,Cohort 2 mean,0.00894666590411277
0.5,10,50,Overall mean,0.00850705736613107
0.4,90,50,Cohort 1 mean,0.9943579739793512
0.4,90,50,Cohort 2 mean,0.9931980029523692
0.4,90,50,Overall mean,0.9937779884658602
0.5,35,50,Cohort 1 mean,0.29353669370827395
0.5,35,50,Cohort 2 mean,0.10042853533155932
0.5,35,50,Overall mean,0.1969826145199166
0.5,30,50,Cohort 1 mean,0.00633937694988067
0.5,30,50,Cohort 2 mean,0.00724991542617882
0.5,30,50,Overall mean,0.00679464618802974
0.5,40,50,Cohort 1 mean,0.09148806649466736
0.5,40,50,Cohort 2 mean,0.06076094760035159
0.5,40,50,Overall mean,0.07612450704750949
0.5,50,50,Cohort 1 mean,0.461219434692728
0.5,50,50,Cohort 2 mean,0.6347684520050043
0.5,50,50,Overall mean,0.5479939433488663
0.5,55,50,Cohort 1 mean,0.468524260589379
0.5,55,50,Cohort 2 mean,0.6315508988987518
0.5,55,50,Overall mean,0.5500375797440653
0.5,60,50,Cohort 1 mean,0.7720395579887106
0.5,60,50,Cohort 2 mean,0.7394069380969899
0.5,60,50,Overall mean,0.7557232480428502
0.5,45,50,Cohort 1 mean,0.7190673868869882
0.5,45,50,Cohort 2 mean,0.4110824371267351
0.5,45,50,Overall mean,0.5650749120068618
0.5,80,50,Cohort 1 mean,0.9924746525700844
0.5,80,50,Cohort 2 mean,0.9946485557558904
0.5,80,50,Overall mean,0.9935616041629874
0.5,70,50,Cohort 1 mean,0.5483185022640107
0.5,70,50,Cohort 2 mean,0.7284082220275364
0.5,70,50,Overall mean,0.6383633621457735
0.5,65,50,Cohort 1 mean,0.7851967438209704
0.5,65,50,Cohort 2 mean,0.9164410935101988
0.5,65,50,Overall mean,0.8508189186655846
0.5,90,50,Cohort 1 mean,0.9933084400658426
0.5,90,50,Cohort 2 mean,0.994194986008537
0.5,90,50,Overall mean,0.9937517130371898
0.6,10,50,Cohort 1 mean,0.00769256153551707
0.6,10,50,Cohort 2 mean,0.00795662620263126
0.6,10,50,Overall mean,0.00782459386907416
0.6,20,50,Cohort 1 mean,0.00998817277117025
0.6,20,50,Cohort 2 mean,0.00841025795075014
0.6,20,50,Overall mean,0.0091992153609602
0.6,40,50,Cohort 1 mean,0.5026525598690506
0.6,40,50,Cohort 2 mean,0.4262292763198875
0.6,40,50,Overall mean,0.4644409180944689
0.6,35,50,Cohort 1 mean,0.00849655074658342
0.6,35,50,Cohort 2 mean,0.00949193022431165
0.6,35,50,Overall mean,0.00899424048544754
0.6,30,50,Cohort 1 mean,0.3952703059824195
0.6,30,50,Cohort 2 mean,0.11669395897569589
0.6,30,50,Overall mean,0.2559821324790577
0.6,45,50,Cohort 1 mean,0.0067541181293981
0.6,45,50,Cohort 2 mean,0.0152907514079908
0.6,45,50,Overall mean,0.01102243476869445
0.6,50,50,Cohort 1 mean,0.5680063945045404
0.6,50,50,Cohort 2 mean,0.46967569001024545
0.6,50,50,Overall mean,0.518841042257393
0.6,55,50,Cohort 1 mean,0.3272308434157981
0.6,55,50,Cohort 2 mean,0.29190124139077217
0.6,55,50,Overall mean,0.30956604240328506
0.6,65,50,Cohort 1 mean,0.992461130812071
0.6,65,50,Cohort 2 mean,0.9929620906606204
0.6,65,50,Overall mean,0.9927116107363458
0.6,70,50,Cohort 1 mean,0.8690007664550811
0.6,70,50,Cohort 2 mean,0.8653822384449228
0.6,70,50,Overall mean,0.8671915024500022
0.6,60,50,Cohort 1 mean,0.6645578289094869
0.6,60,50,Cohort 2 mean,0.4896883247449648
0.6,60,50,Overall mean,0.5771230768272255
0.6,80,50,Cohort 1 mean,0.992500038144103
0.6,80,50,Cohort 2 mean,0.9923327139858772
0.6,80,50,Overall mean,0.99241637606499
0.7,10,50,Cohort 1 mean,0.00823084895814862
0.7,10,50,Cohort 2 mean,0.00970447446944996
0.7,10,50,Overall mean,0.00896766171379929
0.6,90,50,Cohort 1 mean,0.9962341499916868
0.6,90,50,Cohort 2 mean,0.9915678012074706
0.6,90,50,Overall mean,0.9939009755995788
0.7,20,50,Cohort 1 mean,0.00833469081375653
0.7,20,50,Cohort 2 mean,0.00658556896924447
0.7,20,50,Overall mean,0.0074601298915005
0.7,35,50,Cohort 1 mean,0.13865540239844884
0.7,35,50,Cohort 2 mean,0.01503094361105555
0.7,35,50,Overall mean,0.07684317300475221
0.7,30,50,Cohort 1 mean,0.26143555495048304
0.7,30,50,Cohort 2 mean,0.2464320735522159
0.7,30,50,Overall mean,0.2539338142513495
0.7,40,50,Cohort 1 mean,0.1803449034384003
0.7,40,50,Cohort 2 mean,0.151938925439127
0.7,40,50,Overall mean,0.1661419144387636
0.7,45,50,Cohort 1 mean,0.3635136294265707
0.7,45,50,Cohort 2 mean,0.0652821411758924
0.7,45,50,Overall mean,0.21439788530123152
0.7,50,50,Cohort 1 mean,0.4516021732177104
0.7,50,50,Cohort 2 mean,0.4042453495523331
0.7,50,50,Overall mean,0.4279237613850218
0.7,55,50,Cohort 1 mean,0.7910633975100495
0.7,55,50,Cohort 2 mean,0.7397858022385435
0.7,55,50,Overall mean,0.7654245998742962
0.7,60,50,Cohort 1 mean,0.35238455769150245
0.7,60,50,Cohort 2 mean,0.5061458101480267
0.7,60,50,Overall mean,0.4292651839197646
0.7,70,50,Cohort 1 mean,0.993830205606428
0.7,70,50,Cohort 2 mean,0.9938296076708382
0.7,70,50,Overall mean,0.9938299066386328
0.7,80,50,Cohort 1 mean,0.9937833851529244
0.7,80,50,Cohort 2 mean,0.9929588977370832
0.7,80,50,Overall mean,0.9933711414450044
0.7,65,50,Cohort 1 mean,0.8990709085341371
0.7,65,50,Cohort 2 mean,0.8037210506094906
0.7,65,50,Overall mean,0.8513959795718135
0.7,90,50,Cohort 1 mean,0.9946252442952048
0.7,90,50,Cohort 2 mean,0.9941418607292588
0.7,90,50,Overall mean,0.9943835525122318
0.8,10,50,Cohort 1 mean,0.00628677269696989
0.8,10,50,Cohort 2 mean,0.007161504456711
0.8,10,50,Overall mean,0.00672413857684045
0.8,20,50,Cohort 1 mean,0.00569535550169376
0.8,20,50,Cohort 2 mean,0.0060434992055821
0.8,20,50,Overall mean,0.00586942735363793
0.8,30,50,Cohort 1 mean,0.00860910892592044
0.8,30,50,Cohort 2 mean,0.0074515495786035
0.8,30,50,Overall mean,0.00803032925226197
0.8,35,50,Cohort 1 mean,0.14375209350185644
0.8,35,50,Cohort 2 mean,0.04717009189030667
0.8,35,50,Overall mean,0.09546109269608156
0.8,40,50,Cohort 1 mean,0.3561076585197844
0.8,40,50,Cohort 2 mean,0.2373972411066405
0.8,40,50,Overall mean,0.2967524498132124
0.8,45,50,Cohort 1 mean,0.12594828832039512
0.8,45,50,Cohort 2 mean,0.25382891968867505
0.8,45,50,Overall mean,0.18988860400453503
0.8,55,50,Cohort 1 mean,0.4627827460963936
0.8,55,50,Cohort 2 mean,0.3473962516375896
0.8,55,50,Overall mean,0.4050894988669917
0.8,60,50,Cohort 1 mean,0.993348040694458
0.8,60,50,Cohort 2 mean,0.9934369094462674
0.8,60,50,Overall mean,0.9933924750703628
0.8,65,50,Cohort 1 mean,0.935805873457218
0.8,65,50,Cohort 2 mean,0.8532972224617369
0.8,65,50,Overall mean,0.8945515479594773
0.8,50,50,Cohort 1 mean,0.38034455503403686
0.8,50,50,Cohort 2 mean,0.407101897356095
0.8,50,50,Overall mean,0.39372322619506595
0.8,70,50,Cohort 1 mean,0.9960008689874446
0.8,70,50,Cohort 2 mean,0.9927169316264208
0.8,70,50,Overall mean,0.9943589003069327
0.8,90,50,Cohort 1 mean,0.9914031462277152
0.8,90,50,Cohort 2 mean,0.9914892755370444
0.8,90,50,Overall mean,0.9914462108823798
0.8,80,50,Cohort 1 mean,0.9962100142813608
0.8,80,50,Cohort 2 mean,0.9956335364113792
0.8,80,50,Overall mean,0.99592177534637
0.9,10,50,Cohort 1 mean,0.00554686179531666
0.9,10,50,Cohort 2 mean,0.00812283690311721
0.9,10,50,Overall mean,0.00683484934921694
0.9,30,50,Cohort 1 mean,0.08971972502025595
0.9,30,50,Cohort 2 mean,0.10551825666231554
0.9,30,50,Overall mean,0.09761899084128577
0.9,35,50,Cohort 1 mean,0.0073127811233285
0.9,35,50,Cohort 2 mean,0.0095757944774951
0.9,35,50,Overall mean,0.00844428780041181
0.9,20,50,Cohort 1 mean,0.01115757313341838
0.9,20,50,Cohort 2 mean,0.0074982284861065
0.9,20,50,Overall mean,0.00932790080976244
0.9,45,50,Cohort 1 mean,0.00755201074145261
0.9,45,50,Cohort 2 mean,0.00646009965964477
0.9,45,50,Overall mean,0.00700605520054869
0.9,40,50,Cohort 1 mean,0.00598060576054255
0.9,40,50,Cohort 2 mean,0.00690184559988879
0.9,40,50,Overall mean,0.00644122568021567
0.9,50,50,Cohort 1 mean,0.4095012754429569
0.9,50,50,Cohort 2 mean,0.44466056673800136
0.9,50,50,Overall mean,0.427080921090479
0.9,55,50,Cohort 1 mean,0.8421250146707642
0.9,55,50,Cohort 2 mean,0.9326519689104676
0.9,55,50,Overall mean,0.8873884917906161
0.9,70,50,Cohort 1 mean,0.98884900215334115
0.9,70,50,Cohort 2 mean,0.9903639480399504
0.9,70,50,Overall mean,0.989606475096646
0.9,60,50,Cohort 1 mean,0.928031267433034
0.9,60,50,Cohort 2 mean,0.9572693291083476
0.9,60,50,Overall mean,0.942650298270691
0.9,65,50,Cohort 1 mean,0.9952548352548296
0.9,65,50,Cohort 2 mean,0.9900317187108696
0.9,65,50,Overall mean,0.9926432769828496
1,10,50,Cohort 1 mean,0.00636171544031594
1,10,50,Cohort 2 mean,0.00748976657225287
1,10,50,Overall mean,0.00692574100628441
1,30,50,Cohort 1 mean,0.01253149487165493
1,30,50,Cohort 2 mean,0.01166473827379361
1,30,50,Overall mean,0.01209811657272427
1,20,50,Cohort 1 mean,0.00646823333807977
1,20,50,Cohort 2 mean,0.00598877865919179
1,20,50,Overall mean,0.00622850599863578
0.9,80,50,Cohort 1 mean,0.9931059715429372
0.9,80,50,Cohort 2 mean,0.9917081212110068
0.9,80,50,Overall mean,0.992407046376972
0.9,90,50,Cohort 1 mean,0.9928948063719852
0.9,90,50,Cohort 2 mean,0.9930956499778734
0.9,90,50,Overall mean,0.992995228174929
1,35,50,Cohort 1 mean,0.00880970522977129
1,35,50,Cohort 2 mean,0.00900487998835297
1,35,50,Overall mean,0.00890729260906213
1,40,50,Cohort 1 mean,0.4297181540886504
1,40,50,Cohort 2 mean,0.2876722148001484
1,40,50,Overall mean,0.3586951844443995
1,45,50,Cohort 1 mean,0.07683742470301884
1,45,50,Cohort 2 mean,0.05332944037316058
1,45,50,Overall mean,0.0650834325380897
1,60,50,Cohort 1 mean,0.9158359950123324
1,60,50,Cohort 2 mean,0.753108937259361
1,60,50,Overall mean,0.8344724661358468
1,55,50,Cohort 1 mean,0.8516045130507347
1,55,50,Cohort 2 mean,0.5529600955061734
1,55,50,Overall mean,0.7022823042784542
1,65,50,Cohort 1 mean,0.7283770826326859
1,65,50,Cohort 2 mean,0.7028771484897799
1,65,50,Overall mean,0.7156271155612329
1,50,50,Cohort 1 mean,0.49828207726356777
1,50,50,Cohort 2 mean,0.4019027078651847
1,50,50,Overall mean,0.4500923925643761
1,70,50,Cohort 1 mean,0.9883469443146352
1,70,50,Cohort 2 mean,0.988720638915094
1,70,50,Overall mean,0.9885337916148644
1,90,50,Cohort 1 mean,0.9905205525884608
1,90,50,Cohort 2 mean,0.9914816274656668
1,90,50,Overall mean,0.991001090027064
0.1,10,50,Cohort 1 mean,0.00899245266814811
0.1,10,50,Cohort 2 mean,0.02073083939712403
0.1,10,50,Overall mean,0.01486164603263607
1,80,50,Cohort 1 mean,0.9935960059419946
1,80,50,Cohort 2 mean,0.9912842908729038
1,80,50,Overall mean,0.9924401484074492
0.1,20,50,Cohort 1 mean,0.2007206683947027
0.1,20,50,Cohort 2 mean,0.1238067588952502
0.1,20,50,Overall mean,0.16226371364497644
0.1,35,50,Cohort 1 mean,0.02684582958311981
0.1,35,50,Cohort 2 mean,0.13307355625677936
0.1,35,50,Overall mean,0.07995969291994956
0.1,40,50,Cohort 1 mean,0.37687983184616414
0.1,40,50,Cohort 2 mean,0.1909508219115593
0.1,40,50,Overall mean,0.2839153268788616
0.1,30,50,Cohort 1 mean,0.08385951011688783
0.1,30,50,Cohort 2 mean,0.2282002794070102
0.1,30,50,Overall mean,0.15602989476194898
0.1,45,50,Cohort 1 mean,0.32233573345597244
0.1,45,50,Cohort 2 mean,0.18476072902186208
0.1,45,50,Overall mean,0.2535482312389173
0.1,55,50,Cohort 1 mean,0.7347914028584497
0.1,55,50,Cohort 2 mean,0.6980530780116821
0.1,55,50,Overall mean,0.7164222404350659
0.1,50,50,Cohort 1 mean,0.02891765111330185
0.1,50,50,Cohort 2 mean,0.23666783023555216
0.1,50,50,Overall mean,0.132792740674427
0.1,65,50,Cohort 1 mean,0.929270432563804
0.1,65,50,Cohort 2 mean,0.8771167229797099
0.1,65,50,Overall mean,0.9031935777717568
0.1,70,50,Cohort 1 mean,0.9854229858718752
0.1,70,50,Cohort 2 mean,0.9438795755983164
0.1,70,50,Overall mean,0.9646512807350957
0.1,60,50,Cohort 1 mean,0.7344178841533691
0.1,60,50,Cohort 2 mean,0.8481283983581477
0.1,60,50,Overall mean,0.7912731412557588
0.2,10,50,Cohort 1 mean,0.00671020270322734
0.2,10,50,Cohort 2 mean,0.00754343337491251
0.2,10,50,Overall mean,0.00712681803906993
0.1,80,50,Cohort 1 mean,0.7935851873003759
0.1,80,50,Cohort 2 mean,0.8878734066667315
0.1,80,50,Overall mean,0.8407292969835536
0.2,20,50,Cohort 1 mean,0.00699227039995608
0.2,20,50,Cohort 2 mean,0.01517177987576016
0.2,20,50,Overall mean,0.01108202513785812
0.1,90,50,Cohort 1 mean,0.9887211671442196
0.1,90,50,Cohort 2 mean,0.9821799900863476
0.1,90,50,Overall mean,0.9854505786152836
0.2,30,50,Cohort 1 mean,0.00826836227701293
0.2,30,50,Cohort 2 mean,0.00778034518113396
0.2,30,50,Overall mean,0.00802435372907344
0.2,40,50,Cohort 1 mean,0.00891121416376268
0.2,40,50,Cohort 2 mean,0.0244580550665643
0.2,40,50,Overall mean,0.01668463461516349
0.2,55,50,Cohort 1 mean,0.2553115987139821
0.2,55,50,Cohort 2 mean,0.11603328532813706
0.2,55,50,Overall mean,0.1856724420210596
0.2,35,50,Cohort 1 mean,0.00840490491449864
0.2,35,50,Cohort 2 mean,0.01245349424336156
0.2,35,50,Overall mean,0.0104291995789301
0.2,45,50,Cohort 1 mean,0.01783788229638477
0.2,45,50,Cohort 2 mean,0.1967386890892094
0.2,45,50,Overall mean,0.10728828569279712
0.2,50,50,Cohort 1 mean,0.4462205864468
0.2,50,50,Cohort 2 mean,0.327460662227899
0.2,50,50,Overall mean,0.3868406243373496
0.2,65,50,Cohort 1 mean,0.9865028207855748
0.2,65,50,Cohort 2 mean,0.9832458700499844
0.2,65,50,Overall mean,0.9848743454177796
0.2,60,50,Cohort 1 mean,0.960909291649216
0.2,60,50,Cohort 2 mean,0.9239887823334236
0.2,60,50,Overall mean,0.9424490369913204
0.2,70,50,Cohort 1 mean,0.8469090593264624
0.2,70,50,Cohort 2 mean,0.9408221696330524
0.2,70,50,Overall mean,0.8938656144797571
0.2,80,50,Cohort 1 mean,0.9008310138400916
0.2,80,50,Cohort 2 mean,0.9876585425719896
0.2,80,50,Overall mean,0.9442447782060404
0.2,90,50,Cohort 1 mean,0.992118623819304
0.2,90,50,Cohort 2 mean,0.9942295129734948
0.2,90,50,Overall mean,0.9931740683963994
0.3,10,50,Cohort 1 mean,0.01155654496549364
0.3,10,50,Cohort 2 mean,0.01048054552929481
0.3,10,50,Overall mean,0.01101854524739423
0.3,30,50,Cohort 1 mean,0.00545821925204112
0.3,30,50,Cohort 2 mean,0.00709332646965974
0.3,30,50,Overall mean,0.00627577286085043
0.3,20,50,Cohort 1 mean,0.3087451657626433
0.3,20,50,Cohort 2 mean,0.06282167564221798
0.3,20,50,Overall mean,0.18578342070243065
0.3,35,50,Cohort 1 mean,0.00673093647683889
0.3,35,50,Cohort 2 mean,0.01261928359753048
0.3,35,50,Overall mean,0.00967511003718469
0.3,40,50,Cohort 1 mean,0.00842177828783696
0.3,40,50,Cohort 2 mean,0.00914724872775741
0.3,40,50,Overall mean,0.00878451350779718
0.3,50,50,Cohort 1 mean,0.3147661506013639
0.3,50,50,Cohort 2 mean,0.11752527808083824
0.3,50,50,Overall mean,0.21614571434110105
0.3,45,50,Cohort 1 mean,0.289725489935757
0.3,45,50,Cohort 2 mean,0.168896348463033
0.3,45,50,Overall mean,0.22931091919939503
0.3,55,50,Cohort 1 mean,0.4107460539678932
0.3,55,50,Cohort 2 mean,0.197594032957754
0.3,55,50,Overall mean,0.30417004346282356
0.3,60,50,Cohort 1 mean,0.3558980942602664
0.3,60,50,Cohort 2 mean,0.5692924761097455
0.3,60,50,Overall mean,0.462595285185006
0.3,65,50,Cohort 1 mean,0.8084080825635155
0.3,65,50,Cohort 2 mean,0.890377265267578
0.3,65,50,Overall mean,0.8493926739155467
0.3,70,50,Cohort 1 mean,0.9913541227748736
0.3,70,50,Cohort 2 mean,0.9084305265501216
0.3,70,50,Overall mean,0.9498923246624982
0.3,80,50,Cohort 1 mean,0.990753445364988
0.3,80,50,Cohort 2 mean,0.9925072441136764
0.3,80,50,Overall mean,0.9916303447393322
0.3,90,50,Cohort 1 mean,0.9967030285096784
0.3,90,50,Cohort 2 mean,0.9951419633015556
0.3,90,50,Overall mean,0.9959224959056172
0.4,10,50,Cohort 1 mean,0.09036460160049278
0.4,10,50,Cohort 2 mean,0.0173079142698695
0.4,10,50,Overall mean,0.05383625793518115
0.4,20,50,Cohort 1 mean,0.00713906454760963
0.4,20,50,Cohort 2 mean,0.00473236071655483
0.4,20,50,Overall mean,0.00593571263208223
0.4,30,50,Cohort 1 mean,0.00842609310845697
0.4,30,50,Cohort 2 mean,0.00942116928117275
0.4,30,50,Overall mean,0.00892363119481486
0.4,35,50,Cohort 1 mean,0.0095028812470895
0.4,35,50,Cohort 2 mean,0.00984539503221219
0.4,35,50,Overall mean,0.00967413813965085
0.4,40,50,Cohort 1 mean,0.5563696665047798
0.4,40,50,Cohort 2 mean,0.5501854257865825
0.4,40,50,Overall mean,0.553277546145681
0.4,45,50,Cohort 1 mean,0.6182663448253609
0.4,45,50,Cohort 2 mean,0.3122935699668863
0.4,45,50,Overall mean,0.4652799573961236
0.4,50,50,Cohort 1 mean,0.06364194246074321
0.4,50,50,Cohort 2 mean,0.2253281391757447
0.4,50,50,Overall mean,0.14448504081824395
0.4,60,50,Cohort 1 mean,0.782445606723374
0.4,60,50,Cohort 2 mean,0.7422786224481314
0.4,60,50,Overall mean,0.7623621145857528
0.4,65,50,Cohort 1 mean,0.8150591741264377
0.4,65,50,Cohort 2 mean,0.7713695007757949
0.4,65,50,Overall mean,0.7932143374511165
0.4,55,50,Cohort 1 mean,0.19626742332595776
0.4,55,50,Cohort 2 mean,0.2936667813668491
0.4,55,50,Overall mean,0.24496710234640365
0.4,70,50,Cohort 1 mean,0.9926958293334758
0.4,70,50,Cohort 2 mean,0.990293322846248
0.4,70,50,Overall mean,0.9914945760898616
0.4,80,50,Cohort 1 mean,0.8524689301039803
0.4,80,50,Cohort 2 mean,0.902614003369323
0.4,80,50,Overall mean,0.8775414667366517
0.4,90,50,Cohort 1 mean,0.9907431718262228
0.4,90,50,Cohort 2 mean,0.9920552170068392
0.4,90,50,Overall mean,0.991399194416531
0.5,10,50,Cohort 1 mean,0.00456071556103394
0.5,10,50,Cohort 2 mean,0.00732860700063094
0.5,10,50,Overall mean,0.00594466128083244
0.5,20,50,Cohort 1 mean,0.00531471983692955
0.5,20,50,Cohort 2 mean,0.00698328350980634
0.5,20,50,Overall mean,0.00614900167336795
0.5,30,50,Cohort 1 mean,0.00745123519872401
0.5,30,50,Cohort 2 mean,0.00752538988900184
0.5,30,50,Overall mean,0.00748831254386292
0.5,35,50,Cohort 1 mean,0.29977229799707766
0.5,35,50,Cohort 2 mean,0.3563615374010681
0.5,35,50,Overall mean,0.3280669176990729
0.5,45,50,Cohort 1 mean,0.46010805132071414
0.5,45,50,Cohort 2 mean,0.29894165815604373
0.5,45,50,Overall mean,0.3795248547383789
0.5,50,50,Cohort 1 mean,0.8406206900304787
0.5,50,50,Cohort 2 mean,0.5957341131426191
0.5,50,50,Overall mean,0.718177401586549
0.5,40,50,Cohort 1 mean,0.00602204990816542
0.5,40,50,Cohort 2 mean,0.07919593758870017
0.5,40,50,Overall mean,0.04260899374843281
0.5,55,50,Cohort 1 mean,0.571878507927656
0.5,55,50,Cohort 2 mean,0.5356525188477936
0.5,55,50,Overall mean,0.553765513387725
0.5,65,50,Cohort 1 mean,0.8425524426416379
0.5,65,50,Cohort 2 mean,0.8044364290574864
0.5,65,50,Overall mean,0.8234944358495622
0.5,60,50,Cohort 1 mean,0.868067855163229
0.5,60,50,Cohort 2 mean,0.9202991945777276
0.5,60,50,Overall mean,0.8941835248704783
0.5,70,50,Cohort 1 mean,0.7755855212985123
0.5,70,50,Cohort 2 mean,0.7026002819613965
0.5,70,50,Overall mean,0.7390929016299543
0.5,90,50,Cohort 1 mean,0.9967414183667735
0.5,90,50,Cohort 2 mean,0.9947891073635248
0.5,90,50,Overall mean,0.9957652628651492
0.6,10,50,Cohort 1 mean,0.00560831612414126
0.6,10,50,Cohort 2 mean,0.0064384986190919
0.6,10,50,Overall mean,0.00602340737161658
0.6,20,50,Cohort 1 mean,0.00636947392718573
0.6,20,50,Cohort 2 mean,0.00564869009281049
0.6,20,50,Overall mean,0.00600908200999811
0.5,80,50,Cohort 1 mean,0.9938604069495752
0.5,80,50,Cohort 2 mean,0.9934281351109412
0.5,80,50,Overall mean,0.9936442710302582
0.6,30,50,Cohort 1 mean,0.00513423815623303
0.6,30,50,Cohort 2 mean,0.00752502051590449
0.6,30,50,Overall mean,0.00632962933606876
0.6,40,50,Cohort 1 mean,0.00957732794267282
0.6,40,50,Cohort 2 mean,0.0063229050595515
0.6,40,50,Overall mean,0.00795011650111216
0.6,35,50,Cohort 1 mean,0.00683767675544215
0.6,35,50,Cohort 2 mean,0.00617582948519629
0.6,35,50,Overall mean,0.00650675312031922
0.6,45,50,Cohort 1 mean,0.02895304931211054
0.6,45,50,Cohort 2 mean,0.04642349631746426
0.6,45,50,Overall mean,0.03768827281478739
0.6,55,50,Cohort 1 mean,0.8634300755927089
0.6,55,50,Cohort 2 mean,0.8020210118297492
0.6,55,50,Overall mean,0.8327255437112286
0.6,50,50,Cohort 1 mean,0.0547095975404509
0.6,50,50,Cohort 2 mean,0.07820896077736281
0.6,50,50,Overall mean,0.06645927915890688
0.6,65,50,Cohort 1 mean,0.9815314937435272
0.6,65,50,Cohort 2 mean,0.8699496050617513
0.6,65,50,Overall mean,0.9257405494026392
0.6,60,50,Cohort 1 mean,0.9882093072188696
0.6,60,50,Cohort 2 mean,0.9890117643600104
0.6,60,50,Overall mean,0.98861053578944
0.6,70,50,Cohort 1 mean,0.9961034565243934
0.6,70,50,Cohort 2 mean,0.9937441633612965
0.6,70,50,Overall mean,0.994923809942845
0.6,80,50,Cohort 1 mean,0.9915431289321596
0.6,80,50,Cohort 2 mean,0.9915706000646904
0.6,80,50,Overall mean,0.9915568644984248
0.6,90,50,Cohort 1 mean,0.9929403474615952
0.6,90,50,Cohort 2 mean,0.9941173234452632
0.6,90,50,Overall mean,0.9935288354534292
0.7,20,50,Cohort 1 mean,0.00881715351696586
0.7,20,50,Cohort 2 mean,0.00616339658008934
0.7,20,50,Overall mean,0.0074902750485276
0.7,10,50,Cohort 1 mean,0.00959957718579907
0.7,10,50,Cohort 2 mean,0.0079150106691265
0.7,10,50,Overall mean,0.00875729392746279
0.7,30,50,Cohort 1 mean,0.00957256308799387
0.7,30,50,Cohort 2 mean,0.00943651025278687
0.7,30,50,Overall mean,0.00950453667039037
0.7,40,50,Cohort 1 mean,0.01082643016228161
0.7,40,50,Cohort 2 mean,0.0066493000981208
0.7,40,50,Overall mean,0.00873786513020121
0.7,35,50,Cohort 1 mean,0.09182260394678418
0.7,35,50,Cohort 2 mean,0.09500781744726124
0.7,35,50,Overall mean,0.09341521069702276
0.7,45,50,Cohort 1 mean,0.24593339493193384
0.7,45,50,Cohort 2 mean,0.3229374503725587
0.7,45,50,Overall mean,0.2844354226522463
0.7,50,50,Cohort 1 mean,0.7511653973560792
0.7,50,50,Cohort 2 mean,0.589553222933273
0.7,50,50,Overall mean,0.670359310144676
0.7,60,50,Cohort 1 mean,0.8699877269790323
0.7,60,50,Cohort 2 mean,0.7974470839504673
0.7,60,50,Overall mean,0.8337174054647495
0.7,65,50,Cohort 1 mean,0.7946811002522203
0.7,65,50,Cohort 2 mean,0.8053558569552928
0.7,65,50,Overall mean,0.8000184786037565
0.7,70,50,Cohort 1 mean,0.993514668859068
0.7,70,50,Cohort 2 mean,0.9930292493653085
0.7,70,50,Overall mean,0.993271959112188
0.7,55,50,Cohort 1 mean,0.7000927496230438
0.7,55,50,Cohort 2 mean,0.7160999371417381
0.7,55,50,Overall mean,0.7080963433823909
0.7,80,50,Cohort 1 mean,0.9903560620386542
0.7,80,50,Cohort 2 mean,0.9885169868511796
0.7,80,50,Overall mean,0.989436524444917
0.7,90,50,Cohort 1 mean,0.992369594732174
0.7,90,50,Cohort 2 mean,0.9938841232376474
