chance_listen_to_outgroup,percent_grammar_1,type,final_state
0.9,60,Overall mean,0.833268916006079
0.9,70,Cohort 1 mean,0.9917643327537756
0.9,70,Cohort 2 mean,0.9918606645775764
0.9,70,Overall mean,0.9918124986656756
0.9,50,Cohort 1 mean,0.21174870738055016
0.9,50,Cohort 2 mean,0.2382351071104223
0.9,50,Overall mean,0.22499190724548632
0.9,10,Cohort 1 mean,0.00317443680400616
0.9,10,Cohort 2 mean,0.00637234173913611
0.9,10,Overall mean,0.00557286550535362
0.9,80,Cohort 1 mean,0.9906905119155084
0.9,80,Cohort 2 mean,0.9928462826295986
0.9,80,Overall mean,0.991768397272554
0.9,90,Cohort 1 mean,0.9926827808236288
0.9,90,Cohort 2 mean,0.9928391862451044
0.9,90,Overall mean,0.9927609835343664
0.9,35,Cohort 1 mean,0.00763607528810037
0.9,35,Cohort 2 mean,0.00581330506949289
0.9,35,Overall mean,0.00626899762414476
0.9,30,Cohort 1 mean,0.18490006005200435
0.9,30,Cohort 2 mean,0.05560706476982566
0.9,30,Overall mean,0.08793031359037036
0.9,20,Cohort 1 mean,0.0087026898598950991
0.9,20,Cohort 2 mean,0.00950055637100932
0.9,20,Overall mean,0.00930108974323076
0.9,40,Cohort 1 mean,0.15673882648702137
0.9,40,Cohort 2 mean,0.0393195689145048
0.9,40,Overall mean,0.06867438330763395
0.9,50,Cohort 1 mean,0.6972030381455636
0.9,50,Cohort 2 mean,0.4552641042871619
0.9,50,Overall mean,0.5157488377517625
0.9,60,Cohort 1 mean,0.7160049244527503
0.9,60,Cohort 2 mean,0.8246914450278934
0.9,60,Overall mean,0.7975198148841076
0.9,45,Cohort 1 mean,0.30398143781690024
0.9,45,Cohort 2 mean,0.2005335611883369
0.9,45,Overall mean,0.22639553034547769
0.9,80,Cohort 1 mean,0.9944310264004336
0.9,80,Cohort 2 mean,0.9952035703275328
0.9,80,Overall mean,0.995010434345758
0.1,10,Cohort 1 mean,0.0091944053429152
0.1,10,Cohort 2 mean,0.0070518654157877
0.1,10,Overall mean,0.00865877036113333
0.9,70,Cohort 1 mean,0.995521132574616
0.9,70,Cohort 2 mean,0.9945228681769812
0.9,70,Overall mean,0.9947724342763902
0.1,20,Cohort 1 mean,0.01962183498529396
0.1,20,Cohort 2 mean,0.00598544203941295
0.1,20,Overall mean,0.0162127367488237
0.9,90,Cohort 1 mean,0.994621140977044
0.9,90,Cohort 2 mean,0.9921915781553694
0.9,90,Overall mean,0.992798968860788
0.1,30,Cohort 1 mean,0.22268638139503968
0.1,30,Cohort 2 mean,0.1798652889600823
0.1,30,Overall mean,0.2119811082863003
0.1,35,Cohort 1 mean,0.05692138841358578
0.1,35,Cohort 2 mean,0.04789531502214579
0.1,35,Overall mean,0.05466487006572579
0.1,45,Cohort 1 mean,0.23881794714127225
0.1,45,Cohort 2 mean,0.31640540723583044
0.1,45,Overall mean,0.2582148121649118
0.1,40,Cohort 1 mean,0.3139521407028281
0.1,40,Cohort 2 mean,0.40379382511074474
0.1,40,Overall mean,0.3364125618048072
0.1,50,Cohort 1 mean,0.8546053214442917
0.1,50,Cohort 2 mean,0.6125179249674736
0.1,50,Overall mean,0.7940834723250871
0.1,70,Cohort 1 mean,0.8849975691284304
0.1,70,Cohort 2 mean,0.9133976577892182
0.1,70,Overall mean,0.8920975912936274
0.1,80,Cohort 1 mean,0.9882113926798974
0.1,80,Cohort 2 mean,0.9596028941782092
0.1,80,Overall mean,0.9810592680544754
0.1,60,Cohort 1 mean,0.8950236308819279
0.1,60,Cohort 2 mean,0.5478876108274654
0.1,60,Overall mean,0.8082396258683124
0.1,90,Cohort 1 mean,0.9911294872300664
0.1,90,Cohort 2 mean,0.9561752237725598
0.1,90,Overall mean,0.9823909213656898
0.1,20,Cohort 1 mean,0.10284507125548097
0.1,20,Cohort 2 mean,0.0239514654770198
0.1,20,Overall mean,0.06339826836625041
0.1,10,Cohort 1 mean,0.01111889007659737
0.1,10,Cohort 2 mean,0.11932488439484525
0.1,10,Overall mean,0.06522188723572134
0.1,30,Cohort 1 mean,0.24356406681000117
0.1,30,Cohort 2 mean,0.35645562786403573
0.1,30,Overall mean,0.3000098473370184
0.1,35,Cohort 1 mean,0.01094996000616715
0.1,35,Cohort 2 mean,0.05144718909401188
0.1,35,Overall mean,0.03119857455008952
0.1,45,Cohort 1 mean,0.16935537987502125
0.1,45,Cohort 2 mean,0.10999321145592082
0.1,45,Overall mean,0.13967429566547102
0.1,40,Cohort 1 mean,0.15630254115545997
0.1,40,Cohort 2 mean,0.23947028364874096
0.1,40,Overall mean,0.1978864124021004
0.1,50,Cohort 1 mean,0.0653051268319342
0.1,50,Cohort 2 mean,0.1127083378188932
0.1,50,Overall mean,0.08900673232541369
0.1,70,Cohort 1 mean,0.8994656469677264
0.1,70,Cohort 2 mean,0.7357072514610379
0.1,70,Overall mean,0.817586449214382
0.1,80,Cohort 1 mean,0.9838143937981172
0.1,80,Cohort 2 mean,0.9877757233675452
0.1,80,Overall mean,0.9857950585828312
0.1,60,Cohort 1 mean,0.7939246476731386
0.1,60,Cohort 2 mean,0.8108599224996171
0.1,60,Overall mean,0.8023922850863778
0.1,90,Cohort 1 mean,0.9946708492006948
0.1,90,Cohort 2 mean,0.992821175044319
0.1,90,Overall mean,0.9937460121225068
0.1,10,Cohort 1 mean,0.00735118220295167
0.1,10,Cohort 2 mean,0.00828817192146748
0.1,10,Overall mean,0.00805392449183853
0.1,20,Cohort 1 mean,0.20919912481558017
0.1,20,Cohort 2 mean,0.03306153750788592
0.1,20,Overall mean,0.07709593433480946
0.1,35,Cohort 1 mean,0.10863514553905636
0.1,35,Cohort 2 mean,0.11183106225458724
0.1,35,Overall mean,0.11103208307570452
0.1,30,Cohort 1 mean,0.06259687702842001
0.1,30,Cohort 2 mean,0.07073055144339921
0.1,30,Overall mean,0.06869713283965442
0.1,40,Cohort 1 mean,0.4182552166225005
0.1,40,Cohort 2 mean,0.7860325896066679
0.1,40,Overall mean,0.6940882463606257
0.1,45,Cohort 1 mean,0.07070422264737064
0.1,45,Cohort 2 mean,0.13897734518540575
0.1,45,Overall mean,0.12190906455089696
0.1,70,Cohort 1 mean,0.9907719568153274
0.1,70,Cohort 2 mean,0.9727851370579788
0.1,70,Overall mean,0.977281841997316
0.1,50,Cohort 1 mean,0.5030847588658411
0.1,50,Cohort 2 mean,0.7202436992547937
0.1,50,Overall mean,0.6659539641575555
0.1,60,Cohort 1 mean,0.6479718195597589
0.1,60,Cohort 2 mean,0.716054433627141
0.1,60,Overall mean,0.6990337801102956
0.1,90,Cohort 1 mean,0.9926317387346671
0.1,90,Cohort 2 mean,0.9925009766567456
0.1,90,Overall mean,0.9925336671762262
0.1,80,Cohort 1 mean,0.978511412699136
0.1,80,Cohort 2 mean,0.9832581846081652
0.1,80,Overall mean,0.982071491630908
0.2,10,Cohort 1 mean,0.00499579405235428
0.2,10,Cohort 2 mean,0.00890214063927413
0.2,10,Overall mean,0.00597238069908424
0.2,20,Cohort 1 mean,0.00879715873518329
0.2,20,Cohort 2 mean,0.00995028091769831
0.2,20,Overall mean,0.00908543928081204
0.2,35,Cohort 1 mean,0.17249827811208823
0.2,35,Cohort 2 mean,0.03383081796922375
0.2,35,Overall mean,0.13783141307637212
0.2,30,Cohort 1 mean,0.01243281667400636
0.2,30,Cohort 2 mean,0.01693817344109628
0.2,30,Overall mean,0.01355915586577884
0.2,40,Cohort 1 mean,0.45108074438055173
0.2,40,Cohort 2 mean,0.32578665158830117
0.2,40,Overall mean,0.4197572211824891
0.2,45,Cohort 1 mean,0.5655615537503794
0.2,45,Cohort 2 mean,0.8248282971096336
0.2,45,Overall mean,0.630378239590193
0.2,50,Cohort 1 mean,0.5945352048642546
0.2,50,Cohort 2 mean,0.5774058182412672
0.2,50,Overall mean,0.590252858208508
0.2,80,Cohort 1 mean,0.9910402806269134
0.2,80,Cohort 2 mean,0.9904359198173388
0.2,80,Overall mean,0.9908891904245196
0.2,70,Cohort 1 mean,0.9936500937548336
0.2,70,Cohort 2 mean,0.9856869448890316
0.2,70,Overall mean,0.9916593065383832
0.2,60,Cohort 1 mean,0.8076431114478553
0.2,60,Cohort 2 mean,0.7846589102815449
0.2,60,Overall mean,0.8018970611562777
0.2,90,Cohort 1 mean,0.992160169114052
0.2,90,Cohort 2 mean,0.9900634247733968
0.2,90,Overall mean,0.991635983028888
0.2,20,Cohort 1 mean,0.00850920416325779
0.2,20,Cohort 2 mean,0.00793605423029079
0.2,20,Overall mean,0.00822262919677429
0.2,10,Cohort 1 mean,0.01271644267254354
0.2,10,Cohort 2 mean,0.00745991705688268
0.2,10,Overall mean,0.01008817986471311
0.2,30,Cohort 1 mean,0.00811992029243615
0.2,30,Cohort 2 mean,0.0081337816714162
0.2,30,Overall mean,0.00812685098192617
0.2,35,Cohort 1 mean,0.01209212442824071
0.2,35,Cohort 2 mean,0.01402581284718911
0.2,35,Overall mean,0.01305896863771491
0.2,40,Cohort 1 mean,0.10394510927848756
0.2,40,Cohort 2 mean,0.02851049370524522
0.2,40,Overall mean,0.06622780149186641
0.2,45,Cohort 1 mean,0.48531379627969135
0.2,45,Cohort 2 mean,0.4595965222797237
0.2,45,Overall mean,0.4724551592797078
0.2,70,Cohort 1 mean,0.9919125225916956
0.2,70,Cohort 2 mean,0.9893573816675388
0.2,70,Overall mean,0.9906349521296168
0.2,60,Cohort 1 mean,0.1095002256973561
0.2,60,Cohort 2 mean,0.2081549631423411
0.2,60,Overall mean,0.1588275944198486
0.2,50,Cohort 1 mean,0.6412399713197281
0.2,50,Cohort 2 mean,0.7500164417004871
0.2,50,Overall mean,0.6956282065101078
0.2,80,Cohort 1 mean,0.9931700024538732
0.2,80,Cohort 2 mean,0.9914075326522804
0.2,80,Overall mean,0.9922887675530768
0.2,90,Cohort 1 mean,0.9916553322055136
0.2,90,Cohort 2 mean,0.9914998463801424
0.2,90,Overall mean,0.991577589292828
0.2,10,Cohort 1 mean,0.01143409520275398
0.2,10,Cohort 2 mean,0.01129450734798963
0.2,10,Overall mean,0.01132940431168071
0.2,20,Cohort 1 mean,0.0076726102781083
0.2,20,Cohort 2 mean,0.00718955613413124
0.2,20,Overall mean,0.00731031967012551
0.2,30,Cohort 1 mean,0.29496194034768475
0.2,30,Cohort 2 mean,0.13699910527554054
0.2,30,Overall mean,0.1764898140435766
0.2,35,Cohort 1 mean,0.34572210280261884
0.2,35,Cohort 2 mean,0.2473572308756443
0.2,35,Overall mean,0.271948448857388
0.2,40,Cohort 1 mean,0.18688947250231389
0.2,40,Cohort 2 mean,0.01553824048112403
0.2,40,Overall mean,0.05837604848642149
0.2,50,Cohort 1 mean,0.3270861747699981
0.2,50,Cohort 2 mean,0.21376662070720545
0.2,50,Overall mean,0.24209650922290363
0.2,45,Cohort 1 mean,0.4103423535686258
0.2,45,Cohort 2 mean,0.5946122394966533
0.2,45,Overall mean,0.5485447680146464
0.2,60,Cohort 1 mean,0.5060353311122718
0.2,60,Cohort 2 mean,0.6639465993349408
0.2,60,Overall mean,0.6244687822792738
0.2,70,Cohort 1 mean,0.9232326061549176
0.2,70,Cohort 2 mean,0.8505452191979082
0.2,70,Overall mean,0.8687170659371606
0.2,90,Cohort 1 mean,0.989500595613853
0.2,90,Cohort 2 mean,0.9943388898583728
0.2,90,Overall mean,0.9931293162972424
0.2,80,Cohort 1 mean,0.9908701159954868
0.2,80,Cohort 2 mean,0.985099416366264
0.2,80,Overall mean,0.9865420912735696
0.3,20,Cohort 1 mean,0.00977428289164319
0.3,20,Cohort 2 mean,0.01115800950216983
0.3,20,Overall mean,0.01012021454427485
0.3,10,Cohort 1 mean,0.0077468405693569
0.3,10,Cohort 2 mean,0.00635101057045114
0.3,10,Overall mean,0.00739788306963046
0.3,30,Cohort 1 mean,0.13467201739922288
0.3,30,Cohort 2 mean,0.23731754182347067
0.3,30,Overall mean,0.16033339850528475
0.3,35,Cohort 1 mean,0.21789196205800143
0.3,35,Cohort 2 mean,0.01186455288848072
0.3,35,Overall mean,0.1663851097656213
0.3,45,Cohort 1 mean,0.504612098461761
0.3,45,Cohort 2 mean,0.6811762772295165
0.3,45,Overall mean,0.5487531431536998
0.3,40,Cohort 1 mean,0.3636858698789188
0.3,40,Cohort 2 mean,0.4047587352054266
0.3,40,Overall mean,0.37395408621054566
0.3,50,Cohort 1 mean,0.00278485977165049
0.3,50,Cohort 2 mean,0.00846735216453458
0.3,50,Overall mean,0.00420548286987151
0.3,60,Cohort 1 mean,0.8559728884929219
0.3,60,Cohort 2 mean,0.7494265086635797
0.3,60,Overall mean,0.8293362935355864
0.3,70,Cohort 1 mean,0.8088322848718852
0.3,70,Cohort 2 mean,0.8675432490693744
0.3,70,Overall mean,0.8235100259212575
0.3,80,Cohort 1 mean,0.8564850696049265
0.3,80,Cohort 2 mean,0.954570866294277
0.3,80,Overall mean,0.881006518777264
0.3,90,Cohort 1 mean,0.9899078819686624
0.3,90,Cohort 2 mean,0.9921375631361222
0.3,90,Overall mean,0.9904653022605276
0.3,10,Cohort 1 mean,0.0067913476389536
0.3,10,Cohort 2 mean,0.00612381236306236
0.3,10,Overall mean,0.00645758000100798
0.3,20,Cohort 1 mean,0.00533199565177695
0.3,20,Cohort 2 mean,0.00743194518559821
0.3,20,Overall mean,0.00638197041868758
0.3,35,Cohort 1 mean,0.4262923147009454
0.3,35,Cohort 2 mean,0.5960990798703184
0.3,35,Overall mean,0.5111956972856319
0.3,40,Cohort 1 mean,0.45961137109221334
0.3,40,Cohort 2 mean,0.43153942227837183
0.3,40,Overall mean,0.44557539668529256
0.3,30,Cohort 1 mean,0.00909645136252509
0.3,30,Cohort 2 mean,0.01097128130235937
0.3,30,Overall mean,0.01003386633244224
0.3,45,Cohort 1 mean,0.5637421341044611
0.3,45,Cohort 2 mean,0.40604924969581474
0.3,45,Overall mean,0.48489569190013776
0.3,60,Cohort 1 mean,0.7614437876906298
0.3,60,Cohort 2 mean,0.9263592963901836
0.3,60,Overall mean,0.843901542040407
0.3,50,Cohort 1 mean,0.7578073993347709
0.3,50,Cohort 2 mean,0.7659936362709978
0.3,50,Overall mean,0.7619005178028844
0.3,80,Cohort 1 mean,0.996865797719883
0.3,80,Cohort 2 mean,0.996310419674797
0.3,80,Overall mean,0.9965881086973398
0.3,70,Cohort 1 mean,0.9944697974974096
0.3,70,Cohort 2 mean,0.9893655982231884
0.3,70,Overall mean,0.9919176978602992
0.3,10,Cohort 1 mean,0.00722598150009552
0.3,10,Cohort 2 mean,0.00743019285069337
0.3,10,Overall mean,0.00737914001304391
0.3,90,Cohort 1 mean,0.9913663682098312
0.3,90,Cohort 2 mean,0.9922358816898088
0.3,90,Overall mean,0.9918011249498198
0.3,30,Cohort 1 mean,0.0060469394084004
0.3,30,Cohort 2 mean,0.00647596658118963
0.3,30,Overall mean,0.00636870978799232
0.3,20,Cohort 1 mean,0.00790495685314673
0.3,20,Cohort 2 mean,0.0097560444101663
0.3,20,Overall mean,0.00929327252091141
0.3,35,Cohort 1 mean,0.24760368910557157
0.3,35,Cohort 2 mean,0.16585945243448444
0.3,35,Overall mean,0.18629551160225624
0.3,45,Cohort 1 mean,0.5837965367423068
0.3,45,Cohort 2 mean,0.4052741609401342
0.3,45,Overall mean,0.44990475489067744
0.3,50,Cohort 1 mean,0.20678719513570515
0.3,50,Cohort 2 mean,0.2513207578986046
0.3,50,Overall mean,0.24018736720787975
0.3,40,Cohort 1 mean,0.1530890199121767
0.3,40,Cohort 2 mean,0.09540251690971284
0.3,40,Overall mean,0.1098241426603288
0.3,70,Cohort 1 mean,0.9917935116475408
0.3,70,Cohort 2 mean,0.991562527522121
0.3,70,Overall mean,0.991620273553476
0.3,80,Cohort 1 mean,0.9895442414717336
0.3,80,Cohort 2 mean,0.9921470821503452
0.3,80,Overall mean,0.9914963719806924
0.3,60,Cohort 1 mean,0.6957065844838757
0.3,60,Cohort 2 mean,0.6494687093106285
0.3,60,Overall mean,0.6610281781039402
0.3,90,Cohort 1 mean,0.995792894118822
0.3,90,Cohort 2 mean,0.9945936252223752
0.3,90,Overall mean,0.994893442446487
0.4,10,Cohort 1 mean,0.00727631743478743
0.4,10,Cohort 2 mean,0.00676876506458379
0.4,10,Overall mean,0.00714942934223652
0.4,30,Cohort 1 mean,0.09938487607935274
0.4,30,Cohort 2 mean,0.02824280706735642
0.4,30,Overall mean,0.08159935882635365
0.4,20,Cohort 1 mean,0.00779186144815794
0.4,20,Cohort 2 mean,0.00622775559148014
0.4,20,Overall mean,0.00740083498398849
0.4,35,Cohort 1 mean,0.01230947571331086
0.4,35,Cohort 2 mean,0.00835257065548709
0.4,35,Overall mean,0.01132024944885492
0.4,40,Cohort 1 mean,0.00541959709526235
0.4,40,Cohort 2 mean,0.00611041237655199
0.4,40,Overall mean,0.00559230091558476
0.4,45,Cohort 1 mean,0.13208617044693804
0.4,45,Cohort 2 mean,0.2715736905867935
0.4,45,Overall mean,0.16695805048190188
0.4,50,Cohort 1 mean,0.4984852484414064
0.4,50,Cohort 2 mean,0.5097843480107975
0.4,50,Overall mean,0.5013100233337542
0.4,70,Cohort 1 mean,0.9343182202050228
0.4,70,Cohort 2 mean,0.6071736262898504
0.4,70,Overall mean,0.85253207172623
0.4,60,Cohort 1 mean,0.8387395744956488
0.4,60,Cohort 2 mean,0.890527060591827
0.4,60,Overall mean,0.8516864460196935
0.4,80,Cohort 1 mean,0.9029587098822458
0.4,80,Cohort 2 mean,0.9795081841689914
0.4,80,Overall mean,0.9220960784539324
0.4,90,Cohort 1 mean,0.995807746160488
0.4,90,Cohort 2 mean,0.997852630141718
0.4,90,Overall mean,0.9963189671557956
0.4,10,Cohort 1 mean,0.00701858820751769
0.4,10,Cohort 2 mean,0.00678402094339367
0.4,10,Overall mean,0.00690130457545568
0.4,20,Cohort 1 mean,0.00600803313506294
0.4,20,Cohort 2 mean,0.00681723429891441
0.4,20,Overall mean,0.00641263371698868
0.4,30,Cohort 1 mean,0.0633700670682176
0.4,30,Cohort 2 mean,0.15483043284175013
0.4,30,Overall mean,0.10910024995498384
0.4,35,Cohort 1 mean,0.02186917910513762
0.4,35,Cohort 2 mean,0.12962787664292966
0.4,35,Overall mean,0.07574852787403365
0.4,40,Cohort 1 mean,0.2592553284113959
0.4,40,Cohort 2 mean,0.3487256566355027
0.4,40,Overall mean,0.3039904925234494
0.4,45,Cohort 1 mean,0.3947441245901774
0.4,45,Cohort 2 mean,0.505248141941588
0.4,45,Overall mean,0.44999613326588256
0.4,50,Cohort 1 mean,0.3723931939435574
0.4,50,Cohort 2 mean,0.5012456018315518
0.4,50,Overall mean,0.4368193978875544
0.4,60,Cohort 1 mean,0.5944622776190847
0.4,60,Cohort 2 mean,0.6549725658005878
0.4,60,Overall mean,0.6247174217098365
0.4,70,Cohort 1 mean,0.9908891160202102
0.4,70,Cohort 2 mean,0.9922018380128445
0.4,70,Overall mean,0.9915454770165276
0.4,80,Cohort 1 mean,0.9911154249482694
0.4,80,Cohort 2 mean,0.9923445388704278
0.4,80,Overall mean,0.9917299819093492
0.4,90,Cohort 1 mean,0.9933527779930575
0.4,90,Cohort 2 mean,0.9927342605100634
0.4,90,Overall mean,0.9930435192515606
0.4,10,Cohort 1 mean,0.00519005379360795
0.4,10,Cohort 2 mean,0.00530701010437571
0.4,10,Overall mean,0.00527777102668377
0.4,20,Cohort 1 mean,0.00737366878347078
0.4,20,Cohort 2 mean,0.00701081641870876
0.4,20,Overall mean,0.00710152950989927
0.4,30,Cohort 1 mean,0.00884466216896497
0.4,30,Cohort 2 mean,0.06092938630029954
0.4,30,Overall mean,0.0479082052674659
0.4,40,Cohort 1 mean,0.01780740042822943
0.4,40,Cohort 2 mean,0.20499164741680873
0.4,40,Overall mean,0.1581955856696639
0.4,45,Cohort 1 mean,0.3181634317599563
0.4,45,Cohort 2 mean,0.5651051969836077
0.4,45,Overall mean,0.5033697556776949
0.4,35,Cohort 1 mean,0.01211184984285918
0.4,35,Cohort 2 mean,0.06114426183155642
0.4,35,Overall mean,0.04888615883438212
0.4,50,Cohort 1 mean,0.05544276653725454
0.4,50,Cohort 2 mean,0.32995180419585585
0.4,50,Overall mean,0.2613245447812055
0.4,60,Cohort 1 mean,0.9949152596755044
0.4,60,Cohort 2 mean,0.9941144687858582
0.4,60,Overall mean,0.99431466650827
0.4,70,Cohort 1 mean,0.9961883802797702
0.4,70,Cohort 2 mean,0.9930565815748036
0.4,70,Overall mean,0.9938395312510452
0.4,80,Cohort 1 mean,0.990585416678919
0.4,80,Cohort 2 mean,0.9914443960114884
0.4,80,Overall mean,0.991229651178346
0.4,90,Cohort 1 mean,0.9918988513604866
0.4,90,Cohort 2 mean,0.9912178160257094
0.4,90,Overall mean,0.9913880748594036
0.5,10,Cohort 1 mean,0.00835611019429811
0.5,10,Cohort 2 mean,0.00959182329278165
0.5,10,Overall mean,0.008665038468919
0.5,20,Cohort 1 mean,0.00801235346381012
0.5,20,Cohort 2 mean,0.00908150400607977
0.5,20,Overall mean,0.00827964109937753
0.5,30,Cohort 1 mean,0.1626100064106008
0.5,30,Cohort 2 mean,0.00718398633546648
0.5,30,Overall mean,0.12375350139181722
0.5,35,Cohort 1 mean,0.12718940025970013
0.5,35,Cohort 2 mean,0.0107102128253368
0.5,35,Overall mean,0.09806960340110932
0.5,40,Cohort 1 mean,0.00717886458610497
0.5,40,Cohort 2 mean,0.00602804265051765
0.5,40,Overall mean,0.00689115910220814
0.5,45,Cohort 1 mean,0.5602472147989646
0.5,45,Cohort 2 mean,0.3760166115419937
0.5,45,Overall mean,0.5141895639847218
0.5,50,Cohort 1 mean,0.00424022193997402
0.5,50,Cohort 2 mean,0.00285635836580446
0.5,50,Overall mean,0.00389425604643163
0.5,60,Cohort 1 mean,0.836864114366409
0.5,60,Cohort 2 mean,0.9847594197163912
0.5,60,Overall mean,0.8738379407039044
0.5,80,Cohort 1 mean,0.9932658230689464
0.5,80,Cohort 2 mean,0.9920706405948704
0.5,80,Overall mean,0.9929670274504272
0.5,70,Cohort 1 mean,0.8253754577475119
0.5,70,Cohort 2 mean,0.8113115687342596
0.5,70,Overall mean,0.8218594854941987
0.5,90,Cohort 1 mean,0.9947190068899462
0.5,90,Cohort 2 mean,0.9938233943502416
0.5,90,Overall mean,0.9944951037550196
0.5,20,Cohort 1 mean,0.00934715200157522
0.5,20,Cohort 2 mean,0.00699121038955564
0.5,20,Overall mean,0.00816918119556543
0.5,10,Cohort 1 mean,0.00472868758274318
0.5,10,Cohort 2 mean,0.00791646850729243
0.5,10,Overall mean,0.00632257804501781
0.5,40,Cohort 1 mean,0.08951922304106055
0.5,40,Cohort 2 mean,0.01890914289819768
0.5,40,Overall mean,0.05421418296962912
0.5,35,Cohort 1 mean,0.00550333428109389
0.5,35,Cohort 2 mean,0.0076650193579968
0.5,35,Overall mean,0.00658417681954535
0.5,30,Cohort 1 mean,0.00707532194416575
0.5,30,Cohort 2 mean,0.00598351343413331
0.5,30,Overall mean,0.00652941768914953
0.5,45,Cohort 1 mean,0.11990927660679988
0.5,45,Cohort 2 mean,0.3458695351056479
0.5,45,Overall mean,0.23288940585622409
0.5,60,Cohort 1 mean,0.4196759071400024
0.5,60,Cohort 2 mean,0.7424098337879774
0.5,60,Overall mean,0.5810428704639901
0.5,70,Cohort 1 mean,0.9863723636020266
0.5,70,Cohort 2 mean,0.9215725305333438
0.5,70,Overall mean,0.9539724470676852
0.5,50,Cohort 1 mean,0.3693035390467089
0.5,50,Cohort 2 mean,0.18767592776670225
0.5,50,Overall mean,0.2784897334067056
0.5,80,Cohort 1 mean,0.9926664711929556
0.5,80,Cohort 2 mean,0.993600996982891
0.5,80,Overall mean,0.9931337340879232
0.5,90,Cohort 1 mean,0.9909532373820008
0.5,90,Cohort 2 mean,0.989448835045292
0.5,90,Overall mean,0.9902010362136462
0.5,10,Cohort 1 mean,0.00888603906745002
0.5,10,Cohort 2 mean,0.00561236379742983
0.5,10,Overall mean,0.00643078261493487
0.5,35,Cohort 1 mean,0.2224975099206361
0.5,35,Cohort 2 mean,0.16569810856274655
0.5,35,Overall mean,0.1798979589022189
0.5,30,Cohort 1 mean,0.00828325872785678
0.5,30,Cohort 2 mean,0.00734329396917687
0.5,30,Overall mean,0.00757828515884685
0.5,20,Cohort 1 mean,0.00710917889492749
0.5,20,Cohort 2 mean,0.00534154495887681
0.5,20,Overall mean,0.00578345344288948
0.5,40,Cohort 1 mean,0.19659732573487143
0.5,40,Cohort 2 mean,0.12369395010707086
0.5,40,Overall mean,0.14191979401402105
0.5,45,Cohort 1 mean,0.16877212974448225
0.5,45,Cohort 2 mean,0.3296834737746938
0.5,45,Overall mean,0.289455637767141
0.5,50,Cohort 1 mean,0.6998910464838738
0.5,50,Cohort 2 mean,0.7082716448224904
0.5,50,Overall mean,0.7061764952378362
0.5,60,Cohort 1 mean,0.993103606056267
0.5,60,Cohort 2 mean,0.8843104809214754
0.5,60,Overall mean,0.9115087622051729
0.5,70,Cohort 1 mean,0.9873983868564512
0.5,70,Cohort 2 mean,0.9914770517295108
0.5,70,Overall mean,0.9904573855112464
0.5,80,Cohort 1 mean,0.9950046209190868
0.5,80,Cohort 2 mean,0.9940536015970216
0.5,80,Overall mean,0.9942913564275376
0.5,90,Cohort 1 mean,0.9929964167766462
0.5,90,Cohort 2 mean,0.9950839331038712
0.5,90,Overall mean,0.9945620540220652
0.6,10,Cohort 1 mean,0.00377553911577069
0.6,10,Cohort 2 mean,0.00598388386996561
0.6,10,Overall mean,0.00432762530431942
0.6,20,Cohort 1 mean,0.01175537620241773
0.6,20,Cohort 2 mean,0.0099339270049337
0.6,20,Overall mean,0.01130001390304672
0.6,30,Cohort 1 mean,0.00848668455504472
0.6,30,Cohort 2 mean,0.00898859765994453
0.6,30,Overall mean,0.00861216283126967
0.6,40,Cohort 1 mean,0.2655573964502567
0.6,40,Cohort 2 mean,0.11680109692051711
0.6,40,Overall mean,0.22836832156782175
0.6,35,Cohort 1 mean,0.0094974154919652
0.6,35,Cohort 2 mean,0.00886462303003788
0.6,35,Overall mean,0.00933921737648337
0.6,60,Cohort 1 mean,0.99003555372186125
0.6,60,Cohort 2 mean,0.9931086132868464
0.6,60,Overall mean,0.9908038186131072
0.6,45,Cohort 1 mean,0.5869902628126111
0.6,45,Cohort 2 mean,0.5020614569941806
0.6,45,Overall mean,0.56575806135800355
0.6,50,Cohort 1 mean,0.7007301057696101
0.6,50,Cohort 2 mean,0.6920304937199863
0.6,50,Overall mean,0.6985552027572042
0.6,70,Cohort 1 mean,0.8684264615875265
0.6,70,Cohort 2 mean,0.7840056936409486
0.6,70,Overall mean,0.8473212696008818
0.6,80,Cohort 1 mean,0.8358841769136822
0.6,80,Cohort 2 mean,0.7859925094875952
0.6,80,Overall mean,0.8234112600571605
0.6,10,Cohort 1 mean,0.00734057106311531
0.6,10,Cohort 2 mean,0.00914791619500264
0.6,10,Overall mean,0.00824424362905898
0.6,90,Cohort 1 mean,0.990303834187672
0.6,90,Cohort 2 mean,0.9933933450673428
0.6,90,Overall mean,0.9910762119075898
0.6,30,Cohort 1 mean,0.00724930190484254
0.6,30,Cohort 2 mean,0.00640947437861931
0.6,30,Overall mean,0.00682938814173093
0.6,20,Cohort 1 mean,0.00607933960453062
0.6,20,Cohort 2 mean,0.00514173328775774
0.6,20,Overall mean,0.00561053644614418
0.6,35,Cohort 1 mean,0.00785211886825403
0.6,35,Cohort 2 mean,0.00712810901105224
0.6,35,Overall mean,0.00749011393965314
0.6,45,Cohort 1 mean,0.15242783751274364
0.6,45,Cohort 2 mean,0.24627967500463535
0.6,45,Overall mean,0.1993537562586895
0.6,40,Cohort 1 mean,0.3123625607214377
0.6,40,Cohort 2 mean,0.2577815032188291
0.6,40,Overall mean,0.2850720319701334
